Id,,TitleName,Birthday,Like,Height,Weight,Race,Positioning,PositioningTip,CvCn,CvJp,Limner,LikeStoryTitle,LikeStoryDesc,LikeStoryCondition,LikeStoryConditionText,ConditionCheck
3014030,安娜,role_titlename_3014030,3/25/FT·1721,role_like_3014030,172,63000,role_race_11,role_positioning_9,"role_positioning_31,1670d6,role_positioning_31_tip;role_positioning_29,606060,role_positioning_29_tip",cv_30140300,cv_30140301,artist_3014030,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301403001","role_likestory_3014030_1,role_likestory_3014030_2,role_likestory_3014030_3,role_likestory_3014030_4,role_likestory_3014030_5,filesstory_301403001","0;3014030,1;3014030,4;3014030,7;3014030,10;18307,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301403001",
3014031,伊拉,role_titlename_3014031,8/10/FT·1735,role_like_3014031,157,42000,role_race_22,role_positioning_9,0,cv_30140310,cv_30140311,artist_3014031,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301403101","role_likestory_3014031_1,role_likestory_3014031_2,role_likestory_3014031_3,role_likestory_3014031_4,role_likestory_3014031_5,filesstory_301403101","0;3014031,1;3014031,4;3014031,7;3014031,10;18308,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301403101",
3015002,丹妮,role_titlename_3015002,4/27/TE·18064,role_like_3015002,175,97000,role_race_23,role_positioning_7,"role_positioning_18,d02e46,role_positioning_18_tip;role_positioning_32,606060,role_positioning_32_tip;role_positioning_40,1670d6,role_positioning_40_tip",cv_30150020,cv_30150021,artist_3015002,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301500201","role_likestory_3015002_1,role_likestory_3015002_2,role_likestory_3015002_3,role_likestory_3015002_4,role_likestory_3015002_5,filesstory_301500201","0;3015002,1;3015002,4;3015002,7;3015002,10;18309,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301500201",
3015004,耶坦尼娅,role_titlename_3015004,9/10/SE·24251,role_like_3015004,165,49000,role_race_16,role_positioning_9,"role_positioning_11,42d837,role_positioning_11_tip;role_positioning_12,1670d6,role_positioning_12_tip",cv_30150040,cv_30150041,artist_3015004,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301500401,filestitle_301500402","role_likestory_3015004_1,role_likestory_3015004_2,role_likestory_3015004_3,role_likestory_3015004_4,role_likestory_3015004_5,filesstory_301500401,filesstory_301500402","0;3015004,1;3015004,4;3015004,7;3015004,10;18310,1;18311,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301500401,files_unlock_301500402",
3015006,希夕莉,role_titlename_3015006,10/11/SE·11000,role_like_3015006,158,45000,role_race_11,role_positioning_8,"role_positioning_10,d02e46,role_positioning_10_tip;role_positioning_27,d02e46,role_positioning_27_tip;role_positioning_34,d02e46,role_positioning_34_tip",cv_30150060,cv_30150061,artist_3015006,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301500601","role_likestory_3015006_1,role_likestory_3015006_2,role_likestory_3015006_3,role_likestory_3015006_4,role_likestory_3015006_5,filesstory_301500601","0;3015006,1;3015006,4;3015006,7;3015006,10;18312,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301500601",
3015007,萨拉,role_titlename_3015007,1/10/OE·1,role_like_3015007,167,250,role_race_24,role_positioning_8,"role_positioning_10,d02e46,role_positioning_10_tip;role_positioning_31,1670d6,role_positioning_31_tip;role_positioning_41,d02e46,role_positioning_41_tip",cv_30150070,cv_30150071,artist_3015007,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301500701","role_likestory_3015007_1,role_likestory_3015007_2,role_likestory_3015007_3,role_likestory_3015007_4,role_likestory_3015007_5,filesstory_301500701","0;3015007,1;3015007,4;3015007,7;3015007,10;18313,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301500701",
3015008,牧,role_titlename_3015008,3/15/TE·18130,role_like_3015008,145,40000,role_race_06,role_positioning_7,"role_positioning_10,d02e46,role_positioning_10_tip;role_positioning_18,d02e46,role_positioning_18_tip",cv_30150080,cv_30150081,artist_3015008,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301500801,filestitle_301500802","role_likestory_3015008_1,role_likestory_3015008_2,role_likestory_3015008_3,role_likestory_3015008_4,role_likestory_3015008_5,filesstory_301500801,filesstory_301500802","0;3015008,1;3015008,4;3015008,7;3015008,10;18314,1;18444,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301500801,files_unlock_301500802",
3016009,吉拉蒂亚,role_titlename_3016009,2/10/TE·18023,role_like_3016009,165,79000,role_race_23,role_positioning_8,"role_positioning_16,c410cf,role_positioning_16_tip;role_positioning_26,c410cf,role_positioning_26_tip",cv_30160090,cv_30160091,artist_3016009,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301600901,filestitle_301600903,filestitle_301600904","role_likestory_3016009_1,role_likestory_3016009_2,role_likestory_3016009_3,role_likestory_3016009_4,role_likestory_3016009_5,filesstory_301600901,filesstory_301600903,filesstory_301600904","0;3016009,1;3016009,4;3016009,7;3016009,10;18315,1;18316,1;18317,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301600901,files_unlock_301600902,files_unlock_301600903",
3016010,瑞比娅,role_titlename_3016010,5/25/FT·1425,role_like_3016010,140;169,37000;55000,role_race_23,role_positioning_8,0,cv_30160100,cv_30160101,artist_3016010,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016010_1,role_likestory_3016010_2,role_likestory_3016010_3,role_likestory_3016010_4,role_likestory_3016010_5","0;3016010,1;3016010,4;3016010,7;3016010,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016011,卡萝琳,role_titlename_3016011,1/5/TE·476,role_like_3016011,163,47000,role_race_16,role_positioning_7,"role_positioning_36,42d837,role_positioning_36_tip;role_positioning_37,606060,role_positioning_37_tip;role_positioning_39,606060,role_positioning_39_tip",cv_30160110,cv_30160111,artist_3016011,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016011_1,role_likestory_3016011_2,role_likestory_3016011_3,role_likestory_3016011_4,role_likestory_3016011_5","0;3016011,1;3016011,4;3016011,7;3016011,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016013,克尔苏娜,role_titlename_3016013,2/20/TE·17817,role_like_3016013,157,5700,role_race_09,role_positioning_9,"role_positioning_11,42d837,role_positioning_11_tip;role_positioning_13,606060,role_positioning_13_tip;role_positioning_31,1670d6,role_positioning_31_tip",cv_30160130,cv_30160131,artist_3016013,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301601301","role_likestory_3016013_1,role_likestory_3016013_2,role_likestory_3016013_3,role_likestory_3016013_4,role_likestory_3016013_5,filesstory_301601301","0;3016013,1;3016013,4;3016013,7;3016013,10;18319,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301601301",
3016017,罗莎莉,role_titlename_3016017,12/28/TE·18104,role_like_3016017,158,5900,role_race_25,role_positioning_9,"role_positioning_17,26e3ea,role_positioning_12,1670d6",cv_30160170,cv_30160171,artist_3016017,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016017_1,role_likestory_3016017_2,role_likestory_3016017_3,role_likestory_3016017_4,role_likestory_3016017_5","0;3016017,1;3016017,4;3016017,7;3016017,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016020,奈奥米,role_titlename_3016020,9/14/TE·17246,role_like_3016020,163,48000,role_race_11,role_positioning_7,"role_positioning_18,d02e46,role_positioning_18_tip;role_positioning_21,1670d6,role_positioning_21_tip;role_positioning_39,606060,role_positioning_39_tip",cv_30160200,cv_30160201,artist_3016020,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016020_1,role_likestory_3016020_2,role_likestory_3016020_3,role_likestory_3016020_4,role_likestory_3016020_5","0;3016020,1;3016020,4;3016020,7;3016020,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016023,佩内洛普,role_titlename_3016023,1/15/FE·1429,role_like_3016023,163,47000,role_race_10,role_positioning_7,"role_positioning_18,d02e46,role_positioning_18_tip",cv_30160230,cv_30160231,artist_3016023,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016023_1,role_likestory_3016023_2,role_likestory_3016023_3,role_likestory_3016023_4,role_likestory_3016023_5","0;3016023,1;3016023,4;3016023,7;3016023,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016024,塞蕾丝蒂娜,role_titlename_3016024,8/8/FT·1428,role_like_3016024,171,60000,role_race_23,role_positioning_8,0,cv_30160240,cv_30160241,artist_3016024,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301602401","role_likestory_3016024_1,role_likestory_3016024_2,role_likestory_3016024_3,role_likestory_3016024_4,role_likestory_3016024_5,filesstory_301602401","0;3016024,1;3016024,4;3016024,7;3016024,10;18325,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301602401",
3016031,小闪,role_titlename_3016031,10/10/SE·11176,role_like_3016031,143,3600,role_race_26,role_positioning_8,"role_positioning_10,d02e46,role_positioning_10_tip;role_positioning_19,d02e46,role_positioning_19_tip;role_positioning_40,1670d6,role_positioning_40_tip",cv_30160310,cv_30160311,artist_3016031,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301603102","role_likestory_3016031_1,role_likestory_3016031_2,role_likestory_3016031_3,role_likestory_3016031_4,role_likestory_3016031_5,filesstory_301603102","0;3016031,1;3016031,4;3016031,7;3016031,10;18454,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301603102",
3016038,仙蒂,role_titlename_3016038,3/18/SE·22300,role_like_3016038,141,38000,role_race_08,role_positioning_7,"role_positioning_21,1670d6,role_positioning_21_tip;role_positioning_17,26e3ea,role_positioning_17_tip",cv_30160380,cv_30160381,artist_3016038,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016038_1,role_likestory_3016038_2,role_likestory_3016038_3,role_likestory_3016038_4,role_likestory_3016038_5","0;3016038,1;3016038,4;3016038,7;3016038,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016068,贝卡丝,role_titlename_3016068,4/19/OE·10837,role_like_3016068,154,6400,role_race_27,role_positioning_7,"role_positioning_18,d02e46,role_positioning_18_tip;role_positioning_30,606060,role_positioning_30_tip",cv_30160680,cv_30160681,artist_3016068,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301606801","role_likestory_3016068_1,role_likestory_3016068_2,role_likestory_3016068_3,role_likestory_3016068_4,role_likestory_3016068_5,filesstory_301606801","0;3016068,1;3016068,4;3016068,7;3016068,10;18305,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301606801",
3016078,昔莱,role_titlename_3016078,3/22/OE·6233,role_like_3016078,163,180,role_race_20,role_positioning_8,"role_positioning_10,d02e46,role_positioning_10_tip;role_positioning_17,26e3ea,role_positioning_17_tip;role_positioning_37,606060,role_positioning_37_tip",cv_30160780,cv_30160781,artist_3016078,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301607801","role_likestory_3016078_1,role_likestory_3016078_2,role_likestory_3016078_3,role_likestory_3016078_4,role_likestory_3016078_5,filesstory_301607801","0;3016078,1;3016078,4;3016078,7;3016078,10;18321,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301607801",
3016130,伊卡洛斯,role_titlename_3016130,7/16/TE·11194,role_like_3016130,167,54000,role_race_13,role_positioning_7,"role_positioning_17,26e3ea,role_positioning_17_tip;role_positioning_32,606060,role_positioning_32_tip;role_positioning_42,606060,role_positioning_42_tip",cv_30161300,cv_30161301,artist_3016130,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301613001","role_likestory_3016130_1,role_likestory_3016130_2,role_likestory_3016130_3,role_likestory_3016130_4,role_likestory_3016130_5,filesstory_301613001","0;3016130,1;3016130,4;3016130,7;3016130,10;18322,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301613001",
3016187,异邦波斯菊,role_titlename_3016187,3/10/TE·18058,role_like_3016187,170,55000,role_race_06,role_positioning_9,"role_positioning_12,1670d6,role_positioning_12_tip;role_positioning_22,42d837,role_positioning_22_tip;role_positioning_31,1670d6,role_positioning_31_tip;role_positioning_33,1670d6,role_positioning_33_tip",cv_30161870,cv_30161871,artist_3016187,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016187_1,role_likestory_3016187_2,role_likestory_3016187_3,role_likestory_3016187_4,role_likestory_3016187_5","0;3016187,1;3016187,4;3016187,7;3016187,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016049,艾琳娜,role_titlename_3016049,4/19/OE·10835,role_like_3016049,164,5700,role_race_27,role_positioning_7,0,cv_30160490,cv_30160491,artist_3016049,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016049_1,role_likestory_3016049_2,role_likestory_3016049_3,role_likestory_3016049_4,role_likestory_3016049_5","0;3016049,1;3016049,4;3016049,7;3016049,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016188,极焰,role_titlename_3016188,2/1/RS·716,role_like_3016188,172,57000,role_race_28,role_positioning_8,0,cv_30161880,cv_30161881,artist_3016188,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301618801","role_likestory_3016188_1,role_likestory_3016188_2,role_likestory_3016188_3,role_likestory_3016188_4,role_likestory_3016188_5,filesstory_301618801","0;3016188,1;3016188,4;3016188,7;3016188,10;18327,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301618801",
3014002,黛比,role_titlename_3014002,3/10/TE·18076,role_like_3014002,132,29000,role_race_06,role_positioning_9,"role_positioning_11,42d837,role_positioning_11_tip;role_positioning_12,1670d6,role_positioning_12_tip;role_positioning_14,e7cf1e,role_positioning_14_tip;role_positioning_24,e7cf1e,role_positioning_24_tip",cv_30140020,cv_30140021,artist_3014002,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3014002_1,role_likestory_3014002_2,role_likestory_3014002_3,role_likestory_3014002_4,role_likestory_3014002_5","0;3014002,1;3014002,4;3014002,7;3014002,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016016,露易丝,role_titlename_3016016,4/2/TE·18123,role_like_3016016,140,32000,role_race_11,role_positioning_9,0,cv_30160160,cv_30160161,artist_3016016,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016016_1,role_likestory_3016016_2,role_likestory_3016016_3,role_likestory_3016016_4,role_likestory_3016016_5","0;3016016,1;3016016,4;3016016,7;3016016,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3014006,恋花,role_titlename_3014006,6/29/TE·18075,role_like_3014006,150,40000,role_race_06,role_positioning_9,0,cv_30140060,cv_30140061,artist_3014006,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3014006_1,role_likestory_3014006_2,role_likestory_3014006_3,role_likestory_3014006_4,role_likestory_3014006_5","0;3014006,1;3014006,4;3014006,7;3014006,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3014017,花梨,role_titlename_3014017,6/29/TE·18074,role_like_3014017,156,48000,role_race_08,role_positioning_9,0,cv_30140170,cv_30140171,artist_3014017,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3014017_1,role_likestory_3014017_2,role_likestory_3014017_3,role_likestory_3014017_4,role_likestory_3014017_5","0;3014017,1;3014017,4;3014017,7;3014017,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3013013,菲尔盖娜,role_titlename_3013013,9/27/TE·18058,role_like_3013013,175,60000,role_race_16,role_positioning_8,0,cv_30130130,cv_30130131,artist_3013013,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3013013_1,role_likestory_3013013_2,role_likestory_3013013_3,role_likestory_3013013_4,role_likestory_3013013_5","0;3013013,1;3013013,4;3013013,7;3013013,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3015001,诺维雅,role_titlename_3015001,6/21/TE·10700,role_like_3015001,165,210,role_race_20,role_positioning_8,0,cv_30150010,cv_30150011,artist_3015001,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301500101","role_likestory_3015001_1,role_likestory_3015001_2,role_likestory_3015001_3,role_likestory_3015001_4,role_likestory_3015001_5,filesstory_301500101","0;3015001,1;3015001,4;3015001,7;3015001,10;18329,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301500101",
3017001,雪泉,role_titlename_3017001,12/31/??,role_like_3017001,167,0,role_race_29,role_positioning_8,0,cv_30170010,cv_30170011,artist_3017001,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3017001_1,role_likestory_3017001_2,role_likestory_3017001_3,role_likestory_3017001_4,role_likestory_3017001_5","0;3017001,1;3017001,4;3017001,7;3017001,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3017002,雪不归,role_titlename_3017002,2/2/??,role_like_3017002,170,0,role_race_30,role_positioning_9,0,cv_30170020,cv_30170021,artist_3017002,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3017002_1,role_likestory_3017002_2,role_likestory_3017002_3,role_likestory_3017002_4,role_likestory_3017002_5","0;3017002,1;3017002,4;3017002,7;3017002,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016119,杜达·戴维,role_titlename_3016119,21/4/TE·7455,role_like_3016119,165,50000,role_race_11,role_positioning_8,0,cv_30161190,cv_30161191,artist_3016119,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016119_1,role_likestory_3016119_2,role_likestory_3016119_3,role_likestory_3016119_4,role_likestory_3016119_5","0;3016119,1;3016119,4;3016119,7;3016119,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016189,塔嘉娜,role_titlename_3016189,8/1/TE·18081,role_like_3016189,168,55000,role_race_31,role_positioning_7,0,cv_30161890,cv_30161891,artist_3016189,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3016189_1,role_likestory_3016189_2,role_likestory_3016189_3,role_likestory_3016189_4,role_likestory_3016189_5","0;3016189,1;3016189,4;3016189,7;3016189,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3014028,卡洛蒂,role_titlename_3014028,6/20/TE·17861,role_like_3014028,165,50000,role_race_16,role_positioning_7,0,cv_30140280,cv_30140281,artist_3014028,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10","role_likestory_3014028_1,role_likestory_3014028_2,role_likestory_3014028_3,role_likestory_3014028_4,role_likestory_3014028_5","0;3014028,1;3014028,4;3014028,7;3014028,10","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22",
3016191,爱尔维拉,role_titlename_3016191,8/19/TE·17945,role_like_3016191,158,66000,role_race_23,role_positioning_9,"role_positioning_31,1670d6,role_positioning_31_tip;role_positioning_14,e7cf1e,role_positioning_14_tip",cv_30161910,cv_30161911,artist_3016191,"role_likestorytitle_6,role_likestorytitle_7,role_likestorytitle_8,role_likestorytitle_9,role_likestorytitle_10,filestitle_301619101","role_likestory_3016191_1,role_likestory_3016191_2,role_likestory_3016191_3,role_likestory_3016191_4,role_likestory_3016191_5,filesstory_301619101","0;3016191,1;3016191,4;3016191,7;3016191,10;18456,1","ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,ui_rolepet_22,files_unlock_301619101",
