StageId,PreStage,Show,Name,StageNumber,,StageOrder,Type,MainStage,BossTitle,FirstRawardMission,ThreeStarMission,ThreeStarReward,OpenCondition,WinCondition,WinConditionLevelRefix,LoseCondition,LoseConditionLevelRefix,ItemConsume,MaxRound,Power,TaskReward,ChapterId,ChapterMapId,StageTime,MonsterId,SuggestGospel,StageMonsterAttrBuff,MonsterAttrBuff,SelfStartSkill,AwardBuff,ItemId,Drop,InfiniteReward,Plot,EndPlot,Icon,Sound,SkillQuantity,SkillId,MonsterSkillId,AllowSkill,Quantity,Scene,SpecialCamera,Des,StageDes
10818,10817,1,stage_name_10818,6X-18,讨伐-1,8018,1,1,0,108180,"108181,108182,108183",108184,0,0,,,,"1000004,10",9900,"93,27423",0,8,87081006,102,108181,"3013023,3016017,3016013,3016031,3015002",0,"0,101,435;0,102,565;0,103,565;0,104,565;0,105,166",0,0,0,"108042,50010818",,,,0,8120088,0,0,,,,1979204,,steage_des_10818,
10819,10818,1,stage_name_10819,6X-19,讨伐-2,8019,1,1,0,108190,"108191,108192,108193",108194,0,0,,,,"1000004,10",9900,"93,27423",0,8,87081006,103,108191,"3013009,3013004,3014025,3014016,3014005,3015004",0,"0,101,440;0,102,570;0,103,570;0,104,570;0,105,168",0,0,0,"108052,50010819",,,,0,8120084,0,0,,,,1979204,,steage_des_10819,
10820,10819,1,stage_name_10820,6X-20,讨伐-3,8020,1,1,0,108200,"108201,108202,108203",108204,0,0,,,,"1000004,10",9900,"93,27423",0,8,87081006,101,108201,"3013022,3013015,3015002",0,"0,101,445;0,102,575;0,103,575;0,104,575;0,105,170",0,0,0,"108062,50010820",,,,0,8120081,0,0,,,,1979205,,steage_des_10820,
10821,10820,1,stage_name_10821,6X-21,讨伐-4,8021,1,1,0,108210,"108211,108212,108213",108214,0,0,,,,"1000004,10",9900,"93,27423",0,8,87081006,102,108211,"3013009,3013004,3014025,3016031,3015002,3016013,3014016,3013006,3014001",0,"0,101,450;0,102,580;0,103,580;0,104,580;0,105,172",0,0,0,"108072,50010821",,,,0,8120082,0,0,,,,1979205,,steage_des_10821,
10822,10821,1,stage_name_10822,6X-22,讨伐-5,8022,1,1,2,108220,"108221,108222,108223",108224,0,0,,,,"1000004,10",9900,"94,29586",0,8,87081006,103,108221,"3015004,3014005,3013025",0,"0,101,455;0,102,585;0,103,585;0,104,585;0,105,174",0,0,0,108082,,,,0,8120089,0,0,,,,1979208,,steage_des_10822,
10823,10822,1,stage_name_10823,6X-23,讨伐-6,8023,1,1,0,108230,"108231,108232,108233",108234,0,0,,,,"1000004,10",9900,"94,27698",0,8,87081006,101,108231,"3015006,3014005,3014012,3014016,3015004,3016031,3014027,3013018",0,"0,101,460;0,102,590;0,103,590;0,104,590;0,105,176",0,0,0,"108022,50010823",,,,0,8120098,0,0,,,,1979217,,steage_des_10823,
10824,10823,1,stage_name_10824,6X-24,讨伐-7,8024,1,1,0,108240,"108241,108242,108243",108244,0,0,,,,"1000004,10",9900,"94,27698",0,8,87081006,102,108241,"3013009,3013004,3014025,3013022,3013015,3015002,3013023,3016017,3016013",0,"0,101,465;0,102,595;0,103,595;0,104,595;0,105,178",0,0,0,"108032,50010824",,,,0,8120086,0,0,,,,1979217,,steage_des_10824,
10825,10824,1,stage_name_10825,6X-25,讨伐-8,8025,1,1,0,108250,"108251,108252,108253",108254,0,0,,,,"1000004,10",9900,"95,27973",0,8,87081006,103,108251,"3015004,3014001,3015002,3013018,3014027,3016031,3013023,3016017,3016013",0,"0,101,470;0,102,600;0,103,600;0,104,600;0,105,180",0,0,0,"108042,50010825",,,,0,8120079,0,0,,,,1979219,,steage_des_10825,
10826,10825,1,stage_name_10826,6X-26,讨伐-9,8026,1,1,0,108260,"108261,108262,108263",108264,0,0,,,,"1000004,10",9900,"95,27973",0,8,87081006,101,108261,"3016038,3013003,3016009,3016031,3015002,3016013",0,"0,101,475;0,102,605;0,103,605;0,104,605;0,105,182",0,0,0,"108052,50010826",,,,0,8120088,0,0,,,,1979219,,steage_des_10826,
10827,10826,1,stage_name_10827,6X-27,讨伐-10,8027,1,1,2,108270,"108271,108272,108273",108274,0,0,,,,"1000004,10",9900,"95,29880",0,8,87081006,102,108271,"3014003,3014005,3015004",0,"0,101,480;0,102,610;0,103,610;0,104,610;0,105,184",0,0,0,108062,,,,0,8120084,0,0,,,,1979205,,steage_des_10827,
10828,10827,1,stage_name_10828,6X-28,讨伐-11,8028,1,1,0,108280,"108281,108282,108283",108284,0,0,,,,"1000004,10",9900,"96,28248",0,8,87081006,103,108281;108282,"3013009,3013004,3014025,3013017,3014001,3016009",0,"0,101,485;0,102,615;0,103,615;0,104,615;0,105,186",0,0,0,"108072,50010828",,,,0,8120088,0,0,,,,1979220,,steage_des_10828,
10829,10828,1,stage_name_10829,6X-29,讨伐-12,8029,1,1,0,108290,"108291,108292,108293",108294,0,0,,,,"1000004,10",9900,"96,28248",0,8,87081006,101,108291;108292,"3016031,3014027,3013018,3013023,3014019,3016013",0,"0,101,490;0,102,620;0,103,620;0,104,620;0,105,188",0,0,0,"108082,50010829",,,,0,8120084,0,0,,,,1979202,,steage_des_10829,
10830,10829,1,stage_name_10830,6X-30,讨伐-13,8030,1,1,0,108300,"108301,108302,108303",108304,0,0,,,,"1000004,10",9900,"96,28248",0,8,87081006,102,108301;108302,"3013023,3016017,3016013,3014016,3014005,3015004",0,"0,101,495;0,102,625;0,103,625;0,104,625;0,105,190",0,0,0,"108022,50010830",,,,0,8120088,0,0,,,,1979202,,steage_des_10830,
10831,10830,1,stage_name_10831,6X-31,讨伐-14,8031,1,1,0,108310,"108311,108312,108313",108314,0,0,,,,"1000004,10",9900,"97,28523",0,8,87081006,103,108311;108312,"3016031,3015002,3016013,3014016,3014005,3015004,3013018,3014027",0,"0,101,500;0,102,630;0,103,630;0,104,630;0,105,192",0,0,0,"108032,50010831",,,,0,8120084,0,0,,,,1979204,,steage_des_10831,
10832,10831,1,stage_name_10832,6X-32,讨伐-15,8032,1,1,1,108320,"108321,108322,108323",108324,0,0,,,,"1000004,10",9900,"97,33709",0,8,87081006,101,108321,"3013001,3013006,3014025",0,"0,101,505;0,102,635;0,103,635;0,104,635;0,105,194",0,0,0,108042,,,,0,8120088,0,0,,,,1979212,,steage_des_10832,
10833,10832,1,stage_name_10833,6X-33,讨伐-16,8033,1,1,1,108330,"108331,108332,108333",108334,0,0,,,,"1000004,10",9900,"97,33709",0,8,87081006,102,108331,"3013023,3013007,3014018",0,"0,101,510;0,102,640;0,103,640;0,104,640;0,105,196",0,0,0,108052,,,,0,8120084,0,0,,,,1979211,,steage_des_10833,
10901,10833,1,stage_name_10901,7-1,从喧嚣开始,9001,1,3,0,109010,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801140,0,0,,0,0,,,,,,steage_des_10901,
10902,10901,1,stage_name_10902,7-2,意外赠礼,9002,1,3,0,109020,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801141,0,0,,0,0,,,,,,steage_des_10902,
10903,10902,1,stage_name_10903,7-3,一个假设,9003,1,3,0,109030,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801142,0,0,,0,0,,,,,,steage_des_10903,
10904,10903,1,stage_name_10904,7-4,假说形成的过程,9004,1,3,0,109040,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801143,0,0,,0,0,,,,,,steage_des_10904,
10905,10904,1,stage_name_10905,7-5,魔女们的“真实”,9005,1,3,0,109050,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801144,0,0,,0,0,,,,,,steage_des_10905,
10906,10905,1,stage_name_10906,7-6,最喜欢谁的问题,9006,1,3,0,109060,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801145,0,0,,0,0,,,,,,steage_des_10906,
10907,10906,1,stage_name_10907,7-7,恶魔总在地狱中,9007,1,3,0,109070,0,0,0,0,,,,0,0,0,0,9,87091002,701,0,0,0,,0,0,0,0,,5801146,0,0,,0,0,,,,,,steage_des_10907,
10908,10907,1,stage_name_10908,7-8,激昂,9008,1,3,0,109080,0,0,0,0,,,,0,0,0,0,9,87091002,701,0,0,0,,0,0,0,0,,5801147,0,0,,0,0,,,,,,steage_des_10908,
10909,10908,1,stage_name_10909,7-9,犹豫的时光,9009,1,3,0,109090,0,0,0,0,,,,0,0,0,0,9,87091003,701,0,0,0,,0,0,0,0,,5801148,0,0,,0,0,,,,,,steage_des_10909,
10910,10909,1,stage_name_10910,7-10,三个小的,9010,1,3,0,109100,0,0,0,0,,,,0,0,0,0,9,87091004,701,0,0,0,,0,0,0,0,,5801149,0,0,,0,0,,,,,,steage_des_10910,
10911,10910,1,stage_name_10911,7-11,返祖恶魔,9011,1,3,0,109110,0,0,0,0,,,,0,0,0,0,9,87091005,702,0,0,0,,0,0,0,0,,5801150,0,0,,0,0,,,,,,steage_des_10911,
10912,10911,1,stage_name_10912,7-12,又见面了，贝儿,9012,1,3,0,109120,0,0,0,0,,,,0,0,0,0,9,87091006,702,0,0,0,,0,0,0,0,,5801151,0,0,,0,0,,,,,,steage_des_10912,
10913,10912,1,stage_name_10913,7-13,我是你的惩罚,9013,1,3,0,109130,0,0,0,0,,,,0,0,0,0,9,87091006,702,0,0,0,,0,0,0,0,,5801152,0,0,,0,0,,,,,,steage_des_10913,
10914,10913,1,stage_name_10914,7-14,原罪之楔,9014,1,3,0,109140,0,0,0,0,,,,0,0,0,0,9,87091006,703,0,0,0,,0,0,0,0,,5801153,0,0,,0,0,,,,,,steage_des_10914,
10915,10914,1,stage_name_10915,7-15,秘密捉迷藏,9015,1,3,0,109150,0,0,0,0,,,,0,0,0,0,9,87091007,703,0,0,0,,0,0,0,0,,5801154,0,0,,0,0,,,,,,steage_des_10915,
10916,10915,1,stage_name_10916,7-16,讨伐-1,9016,1,1,0,109160,"109161,109162,109163",109164,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109161,"3015006,3014005,3014012,3016031,3014027,3013018",0,"0,101,515;0,102,645;0,103,645;0,104,645;0,105,198",0,0,0,"109022,50010916",,,,0,8120088,0,0,,,,1979209,,steage_des_10916,
10917,10916,1,stage_name_10917,7-17,讨伐-2,9017,1,1,0,109170,"109171,109172,109173",109174,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109171,"3013009,3013004,3014025",0,"0,101,520;0,102,650;0,103,650;0,104,650;0,105,200",0,0,0,"109032,50010917",,,,0,8120084,0,0,,,,1979203,,steage_des_10917,
10918,10917,1,stage_name_10918,7-18,讨伐-3,9018,1,1,0,109180,"109181,109182,109183",109184,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109181,"3013023,3016017,3016013,3013009,3016011,3016130",0,"0,101,525;0,102,655;0,103,655;0,104,655;0,105,202",0,0,0,"109042,50010918",,,,0,8120081,0,0,,,,1979204,,steage_des_10918,
10919,10918,1,stage_name_10919,7-19,讨伐-4,9019,1,1,0,109190,"109191,109192,109193",109194,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109191;109192,"3014016,3014005,3015004,3013023,3014019,3016013",0,"0,101,530;0,102,660;0,103,660;0,104,660;0,105,204",0,0,0,"109052,50010919",,,,0,8120082,0,0,,,,1979205,,steage_des_10919,
10920,10919,1,stage_name_10920,7-20,讨伐-5,9020,1,1,2,109200,"109201,109202,109203",109204,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,702,109201,"3016038,3013003,3016009,3014003,3014005,3015004",0,"0,101,535;0,102,665;0,103,665;0,104,665;0,105,206",0,0,0,"109062,50010920",,,,0,8120089,0,0,,,,1979217,,steage_des_10920,
10921,10920,1,stage_name_10921,7-21,讨伐-6,9021,1,1,0,109210,"109211,109212,109213",109214,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109211,"3015006,3014005,3014012,3013018,3014027,3016031",0,"0,101,540;0,102,670;0,103,670;0,104,670;0,105,208",0,0,0,"109072,50010921",,,,0,8120098,0,0,,,,1979219,,steage_des_10921,
10922,10921,1,stage_name_10922,7-22,讨伐-7,9022,1,1,2,109220,"109221,109222,109223",109224,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,701,109221,"3014004,3014021,3014001,3014005,3016031,3014023",0,"0,101,545;0,102,675;0,103,675;0,104,675;0,105,210",0,0,0,"109082,50010922",,,,0,8120086,0,0,,,,1979208,,steage_des_10922,
10923,10922,1,stage_name_10923,7-23,讨伐-8,9023,1,1,0,109230,"109231,109232,109233",109234,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109231,"3013022,3013015,3015002,3015006,3014005,3014012,3014016,3015004",0,"0,101,550;0,102,680;0,103,680;0,104,680;0,105,212",0,0,0,"109022,50010923",,,,0,8120079,0,0,,,,1979209,,steage_des_10923,
10924,10923,1,stage_name_10924,7-24,讨伐-9,9024,1,1,0,109240,"109241,109242,109243",109244,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109241;109242,"3013023,3016017,3016013,3013018,3014027,3016031,3015006,3014005,3014012",0,"0,101,555;0,102,685;0,103,685;0,104,685;0,105,214",0,0,0,"109032,50010924",,,,0,8120088,0,0,,,,1979202,,steage_des_10924,
10925,10924,1,stage_name_10925,7-25,讨伐-10,9025,1,1,2,109250,"109251,109252,109253",109254,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,701,109251,"3015007,3016009,3014004,3013020,3014021,3015006,3013023,3014019,3016013",0,"0,101,560;0,102,690;0,103,690;0,104,690;0,105,216",0,0,0,"109042,50010925",,,,0,8120084,0,0,,,,1979203,,steage_des_10925,
10926,10925,1,stage_name_10926,7-26,讨伐-11,9026,1,1,0,109260,"109261,109262,109263",109264,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109261,"3014004,3014021,3014001,3016031,3015002,3016013,3013022,3013015",0,"0,101,565;0,102,695;0,103,695;0,104,695;0,105,218",0,0,0,"109052,50010926",,,,0,8120082,0,0,,,,1979205,,steage_des_10926,
10927,10926,1,stage_name_10927,7-27,讨伐-12,9027,1,1,2,109270,"109271,109272,109273",109274,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,703,109271,"3013022,3013015,3015002,3016031,3014020,3013009,3016011,3016130",0,"0,101,570;0,102,700;0,103,700;0,104,700;0,105,220",0,0,0,"109062,50010927",,,,0,8120089,0,0,,,,1979217,,steage_des_10927,
10928,10927,1,stage_name_10928,7-28,讨伐-13,9028,1,1,0,109280,"109281,109282,109283",109284,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109281,"3016038,3013003,3016009,3013023,3014019,3016013",0,"0,101,575;0,102,705;0,103,705;0,104,705;0,105,222",0,0,0,"109072,50010928",,,,0,8120098,0,0,,,,1979219,,steage_des_10928,
10929,10928,1,stage_name_10929,7-29,讨伐-14,9029,1,1,0,109290,"109291,109292,109293",109294,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109291,"3016038,3013003,3016009,3013017,3014001",0,"0,101,580;0,102,710;0,103,710;0,104,710;0,105,224",0,0,0,"109082,50010929",,,,0,8120086,0,0,,,,1979203,,steage_des_10929,
10930,10929,1,stage_name_10930,7-30,讨伐-15,9030,1,1,0,109300,"109301,109302,109303",109304,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109301,"3013023,3016017,3016013,3013009,3016011,3016130,3013022,3013015,3015002",0,"0,101,585;0,102,715;0,103,715;0,104,715;0,105,226",0,0,0,"109022,50010930",,,,0,8120079,0,0,,,,1979204,,steage_des_10930,
10931,10930,1,stage_name_10931,7-31,讨伐-16,9031,1,1,0,109310,"109311,109312,109313",109314,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109311;109312,"3014016,3014005,3015004,3013017,3014001,3016009,3013009,3016011,3016130",0,"0,101,590;0,102,720;0,103,720;0,104,720;0,105,228",0,0,0,"109032,50010931",,,,0,8120088,0,0,,,,1979208,,steage_des_10931,
10932,10931,1,stage_name_10932,7-32,讨伐-17,9032,1,1,2,109320,"109321,109322,109323",109324,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,702,109321,"3014016,3013015,3015004,3016031,3014027,3013018",0,"0,101,595;0,102,725;0,103,725;0,104,725;0,105,230",0,0,0,"109042,50010932",,,,0,8120084,0,0,,,,1979209,,steage_des_10932,
10933,10932,1,stage_name_10933,7-33,讨伐-18,9033,1,1,2,109330,"109331,109332,109333",109334,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,703,109331,"3013023,3014019,3016013,3014016,3013015,3015004,3016017",0,"0,101,600;0,102,730;0,103,730;0,104,730;0,105,232",0,0,0,"109052,50010933",,,,0,8120084,0,0,,,,1979209,,steage_des_10933,
11001,10933,1,stage_name_11001,8-1,可爱且可靠,10001,1,3,0,110010,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801155,,0,,0,0,,,,,,steage_des_11001,
11002,11001,1,stage_name_11002,8-2,伊利斯的魔女,10002,1,3,0,110020,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801156,,0,,0,0,,,,,,steage_des_11002,
11003,11002,1,stage_name_11003,8-3,这疯狂的正确,10003,1,3,0,110030,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801157,,0,,0,0,,,,,,steage_des_11003,
11004,11003,1,stage_name_11004,8-4,失落,10004,1,3,0,110040,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801158,,0,,0,0,,,,,,steage_des_11004,
11005,11004,1,stage_name_11005,8-5,恶意之外,10005,1,3,0,110050,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801159,,0,,0,0,,,,,,steage_des_11005,
11006,11005,1,stage_name_11006,8-6,恶魔也会哭泣,10006,1,3,0,110060,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801160,,0,,0,0,,,,,,steage_des_11006,
11007,11006,1,stage_name_11007,8-7,恶魔的试探,10007,1,3,0,110070,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801161,,0,,0,0,,,,,,steage_des_11007,
11008,11007,1,stage_name_11008,8-8,绝对的囚虏,10008,1,3,0,110080,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801162,,0,,0,0,,,,,,steage_des_11008,
11009,11008,1,stage_name_11009,8-9,傀儡,10009,1,3,0,110090,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801163,,0,,0,0,,,,,,steage_des_11009,
11010,11009,1,stage_name_11010,8-10,神降与神灵的秘密,10010,1,3,0,110100,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801164,,0,,0,0,,,,,,steage_des_11010,
11011,11010,1,stage_name_11011,8-11,可爱且可靠2,10011,1,3,0,110110,0,0,0,0,,,,0,0,0,0,10,87101002,801,0,0,0,,0,0,0,0,,5801165,,0,,0,0,,,,,,steage_des_11011,
11012,11011,1,stage_name_11012,8-12,伊利斯的魔女2,10012,1,3,0,110120,0,0,0,0,,,,0,0,0,0,10,87101003,802,0,0,0,,0,0,0,0,,5801166,,0,,0,0,,,,,,steage_des_11012,
11013,11012,1,stage_name_11013,8-13,这疯狂的正确2,10013,1,3,0,110130,0,0,0,0,,,,0,0,0,0,10,87101004,803,0,0,0,,0,0,0,0,,5801167,,0,,0,0,,,,,,steage_des_11013,
11014,11013,1,stage_name_11014,8-14,失落2,10014,1,3,0,110140,0,0,0,0,,,,0,0,0,0,10,87101005,801,0,0,0,,0,0,0,0,,5801168,,0,,0,0,,,,,,steage_des_11014,
11015,11014,1,stage_name_11015,8-15,恶意之外2,10015,1,3,0,110150,0,0,0,0,,,,0,0,0,0,10,87101006,802,0,0,0,,0,0,0,0,,5801169,,0,,0,0,,,,,,steage_des_11015,
11016,11015,1,stage_name_11016,8-16,恶魔也会哭泣2,10016,1,3,0,110160,0,0,0,0,,,,0,0,0,0,10,87101002,803,0,0,0,,0,0,0,0,,5801170,,0,,0,0,,,,,,steage_des_11016,
11017,11016,1,stage_name_11017,8-17,恶魔的试探2,10017,1,3,0,110170,0,0,0,0,,,,0,0,0,0,10,87101003,801,0,0,0,,0,0,0,0,,5801171,,0,,0,0,,,,,,steage_des_11017,
11018,11017,1,stage_name_11018,8-18,绝对的囚虏2,10018,1,3,0,110180,0,0,0,0,,,,0,0,0,0,10,87101004,802,0,0,0,,0,0,0,0,,5801172,,0,,0,0,,,,,,steage_des_11018,
11019,11018,1,stage_name_11019,8-19,傀儡2,10019,1,3,0,110190,0,0,0,0,,,,0,0,0,0,10,87101005,803,0,0,0,,0,0,0,0,,5801173,,0,,0,0,,,,,,steage_des_11019,
11020,11019,1,stage_name_11020,8-20,神降与神灵的秘密2,10020,1,3,0,110200,0,0,0,0,,,,0,0,0,0,10,87101006,801,0,0,0,,0,0,0,0,,5801174,,0,,0,0,,,,,,steage_des_11020,
11021,11020,1,stage_name_11021,8-21,讨伐-1,10021,1,1,0,110210,"110211,110212,110213",110214,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101001,801,110211,"3013018,3014027,3016031,3013022,3013015,3015002",0,"0,101,605;0,102,735;0,103,735;0,104,735;0,105,234",0,0,0,"110022,50011021",,,,0,8120083,0,0,,,,1979213,,steage_des_11021,
11022,11021,1,stage_name_11022,8-22,讨伐-2,10022,1,1,0,110220,"110221,110222,110223",110224,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101002,802,110221,"3013009,3016011,3016130,3014004,3014021,3014001,3013018,3014027,3016031",0,"0,101,610;0,102,740;0,103,740;0,104,740;0,105,236",0,0,0,"110032,50011022",,,,0,8120082,0,0,,,,1979205,,steage_des_11022,
11023,11022,1,stage_name_11023,8-23,讨伐-3,10023,1,1,0,110230,"110231,110232,110233",110234,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101003,803,110231,"3016031,3015002,3016013",0,"0,101,615;0,102,745;0,103,745;0,104,745;0,105,238",0,0,0,"110042,50011023",,,,0,8120054,0,0,,,,1979215,,steage_des_11023,
11024,11023,1,stage_name_11024,8-24,讨伐-4,10024,1,1,0,110240,"110241,110242,110243",110244,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101004,801,110241,"3014016,3013006,3014001,3015004,3015002,3013022,3013015",0,"0,101,620;0,102,750;0,103,750;0,104,750;0,105,240",0,0,0,"110052,50011024",,,,0,8120082,0,0,,,,1979205,,steage_des_11024,
11025,11024,1,stage_name_11025,8-25,讨伐-5,10025,1,1,1,110250,"110251,110252,110253",110254,0,0,,,,"1000004,10",9900,"98,34034",0,10,87101005,802,110251,"3013020,3013009,3016011",0,"0,101,625;0,102,755;0,103,755;0,104,755;0,105,242",0,0,0,110062,,,,0,8120054,0,0,,,,1979220,FightCamera_3030001,steage_des_11025,
11026,11025,1,stage_name_11026,8-26,讨伐-6,10026,1,1,2,110260,"110261,110262,110263",110264,0,0,,,,"1000004,10",9900,"99,31043",0,10,87101006,803,110261,"3016031,3014020,3013022,3016038,3013003,3016009",0,"0,101,630;0,102,760;0,103,760;0,104,760;0,105,244",0,0,0,"110072,50011026",,,,0,8120054,0,0,,,,1979217,,steage_des_11026,
11027,11026,1,stage_name_11027,8-27,讨伐-7,10027,1,1,0,110270,"110271,110272,110273",110274,0,0,,,,"1000004,10",9900,"99,29062",0,10,87101001,801,110271,"3013009,3016011,3016130,3013017,3014001,3016009,3013023,3016017,3016013",0,"0,101,635;0,102,765;0,103,765;0,104,765;0,105,246",0,0,0,"110082,50011027",,,,0,8120090,0,0,,,,1979216,,steage_des_11027,
11028,11027,1,stage_name_11028,8-28,讨伐-8,10028,1,1,0,110280,"110281,110282,110283",110284,0,0,,,,"1000004,10",9900,"99,29062",0,10,87101002,802,110281,"3013023,3016017,3016013,3013009,3013004,3014025,3016011,3016130",0,"0,101,640;0,102,770;0,103,770;0,104,770;0,105,248",0,0,0,"110022,50011028",,,,0,8120083,0,0,,,,1979213,,steage_des_11028,
11029,11028,1,stage_name_11029,8-29,讨伐-9,10029,1,1,0,110290,"110291,110292,110293",110294,0,0,,,,"1000004,10",9900,"99,29062",0,10,87101003,803,110291,"3013018,3014027,3016031,3013023,3014019,3016013",0,"0,101,645;0,102,775;0,103,775;0,104,775;0,105,250",0,0,0,"110032,50011029",,,,0,8120054,0,0,,,,1979217,,steage_des_11029,
11030,11029,1,stage_name_11030,8-30,讨伐-10,10030,1,1,1,110300,"110301,110302,110303",110304,0,0,,,,"1000004,10",9900,"99,34346",0,10,87101004,801,110301,"3014016,3013015,3015004",0,"0,101,650;0,102,780;0,103,780;0,104,780;0,105,252",0,0,0,110042,,,,0,8120055,0,0,,,,1979207,FightCamera_3030002,steage_des_11030,
11031,11030,1,stage_name_11031,8-31,讨伐-11,10031,1,1,0,110310,"110311,110312,110313",110314,0,0,,,,"1000004,10",9900,"100,29337",0,10,87101005,802,110311,"3013023,3016017,3016013,3016031,3014027,3013018",0,"0,101,655;0,102,785;0,103,785;0,104,785;0,105,254",0,0,0,"110052,50011031",,,,0,8120054,0,0,,,,1979220,,steage_des_11031,
11032,11031,1,stage_name_11032,8-32,讨伐-12,10032,1,1,0,110320,"110321,110322,110323",110324,0,0,,,,"1000004,10",9900,"100,29337",0,10,87101006,803,110321,"3016038,3013003,3016009,3013009,3016011,3016130,3015004,3014001,3015002",0,"0,101,660;0,102,790;0,103,790;0,104,790;0,105,256",0,0,0,"110062,50011032",,,,0,8120087,0,0,,,,1979215,,steage_des_11032,
11033,11032,1,stage_name_11033,8-33,讨伐-13,10033,1,1,0,110330,"110331,110332,110333",110334,0,0,,,,"1000004,10",9900,"100,29337",0,10,87101001,801,110331,"3013017,3014001,3016009,3014016,3014005,3015004,3013023,3016017,3016013",0,"0,101,665;0,102,795;0,103,795;0,104,795;0,105,258",0,0,0,"110072,50011033",,,,0,8120081,0,0,,,,1979204,,steage_des_11033,
11034,11033,1,stage_name_11034,8-34,讨伐-14,10034,1,1,0,110340,"110341,110342,110343",110344,0,0,,,,"1000004,10",9900,"100,29337",0,10,87101002,802,110341,"3016038,3013003,3016009,3013023,3014019,3016013",0,"0,101,670;0,102,800;0,103,800;0,104,800;0,105,260",0,0,0,"110082,50011034",,,,0,8120087,0,0,,,,1979215,,steage_des_11034,
11035,11034,1,stage_name_11035,8-35,讨伐-15,10035,1,1,1,110350,"110351,110352,110353",110354,0,0,,,,"1000004,10",9900,"101,34996",0,10,87101005,802,110351,"3013007,3016017,3016013",0,"0,101,675;0,102,805;0,103,805;0,104,805;0,105,262",0,0,0,110022,,,,0,8120115,0,0,,,,1979227,,steage_des_11035,
50101,10228,1,stage_name_50101,1-1,糟糕的每日,,5,1,0,501010,"501011,501012,501013",501014,0,0,,,,0,9900,"5,1991",0,1,87012001,101,501011,,0,"0,101,-240;0,102,-180;0,103,-180;0,104,-180;0,105,-50",0,0,0,0,,,,0,8120087,0,0,,,,1979215,,steage_des_50101,
50102,50101,1,stage_name_50102,1-2,追逐-1,,5,1,0,501020,"501021,501022,501023",501024,0,0,,,,0,9900,"6,2156",0,1,87012001,101,501021,,0,"0,101,-240;0,102,-180;0,103,-180;0,104,-180;0,105,-50",0,0,0,0,,,,0,8120098,0,0,,,,1979215,,steage_des_50102,
