Id,Type,Repeat,TriggerNumber,value,RewardId,Item,Counts
102040,1,0,1,10000,0,1000002,8
102050,1,0,1,10000,0,1000002,8
102060,1,0,1,10000,0,1000002,8
102070,1,0,1,10000,0,1000002,8
102080,1,0,1,10000,0,1000002,8
102090,1,0,1,10000,0,1000002,8
102100,1,0,1,10000,0,1000002,8
102110,1,0,1,10000,0,1000002,8
102120,1,0,1,10000,0,1000002,8
102130,1,0,1,10000,0,1000002,8
102140,1,0,1,10000,0,1000002,8
102150,1,0,1,10000,0,1000002,8
102160,1,0,1,10000,0,1000002,8
102170,1,0,1,10000,0,1000002,8
102180,1,0,1,10000,0,1000002,8
102190,1,0,1,10000,0,1000002,8
102200,1,0,1,10000,0,1000002,8
102210,1,0,1,10000,0,1000002,8
102220,1,0,1,10000,0,1000002,8
102230,1,0,1,10000,0,1000002,8
102240,1,0,1,10000,0,1000002,8
102250,1,0,1,10000,0,1000002,8
102260,1,0,1,10000,0,1000002,8
102270,1,0,1,10000,0,1000002,8
102280,1,0,1,10000,0,1000002,8
103010,1,0,1,10000,0,1000002,8
103020,1,0,1,10000,0,1000002,8
103030,1,0,1,10000,0,1000002,8
103040,1,0,1,10000,0,1000002,8
103050,1,0,1,10000,0,1000002,8
103060,1,0,1,10000,0,1000002,8
103070,1,0,1,10000,0,1000002,8
103080,1,0,1,10000,0,1000002,8
103090,1,0,1,10000,0,1000002,8
103100,1,0,1,10000,0,1000002,8
103110,1,0,1,10000,0,1000002,8
103120,1,0,1,10000,0,1000002,8
103130,1,0,1,10000,0,1000002,8
103140,1,0,1,10000,0,1000002,8
103150,1,0,1,10000,0,1000002,8
103160,1,0,1,10000,0,1000002,8
103170,1,0,1,10000,0,1000002,8
103180,1,0,1,10000,0,1000002,8
103190,1,0,1,10000,0,1000002,8
103200,1,0,1,10000,0,1000002,8
104010,1,0,1,10000,0,1000002,8
104020,1,0,1,10000,0,1000002,8
104030,1,0,1,10000,0,1000002,8
104040,1,0,1,10000,0,1000002,8
104050,1,0,1,10000,0,1000002,8
104060,1,0,1,10000,0,1000002,8
104070,1,0,1,10000,0,1000002,8
104080,1,0,1,10000,0,1000002,8
104090,1,0,1,10000,0,1000002,8
104100,1,0,1,10000,0,1000002,8
104110,1,0,1,10000,0,1000002,8
104120,1,0,1,10000,0,1000002,8
104130,1,0,1,10000,0,1000002,8
104140,1,0,1,10000,0,1000002,8
104150,1,0,1,10000,0,1000002,8
104160,1,0,1,10000,0,1000002,8
104170,1,0,1,10000,0,1000002,8
104180,1,0,1,10000,0,1000002,8
104190,1,0,1,10000,0,1000002,8
104200,1,0,1,10000,0,1000002,8
104210,1,0,1,10000,0,1000002,8
104220,1,0,1,10000,0,1000002,8
104230,1,0,1,10000,0,1000002,8
104240,1,0,1,10000,0,1000002,8
105010,1,0,1,10000,0,1000002,8
105020,1,0,1,10000,0,1000002,8
105030,1,0,1,10000,0,1000002,8
105040,1,0,1,10000,0,1000002,8
105050,1,0,1,10000,0,1000002,8
105060,1,0,1,10000,0,1000002,8
105070,1,0,1,10000,0,1000002,8
105080,1,0,1,10000,0,1000002,8
105090,1,0,1,10000,0,1000002,8
105100,1,0,1,10000,0,1000002,8
105110,1,0,1,10000,0,1000002,8
105120,1,0,1,10000,0,1000002,8
105130,1,0,1,10000,0,1000002,8
105140,1,0,1,10000,0,1000002,8
105150,1,0,1,10000,0,1000002,8
105160,1,0,1,10000,0,1000002,8
105170,1,0,1,10000,0,1000002,8
105180,1,0,1,10000,0,1000002,8
105190,1,0,1,10000,0,1000002,8
105200,1,0,1,10000,0,1000002,8
105210,1,0,1,10000,0,1000002,8
105220,1,0,1,10000,0,1000002,8
105230,1,0,1,10000,0,1000002,8
105240,1,0,1,10000,0,1000002,8
105250,1,0,1,10000,0,1000002,8
105260,1,0,1,10000,0,1000002,8
105270,1,0,1,10000,0,1000002,8
105280,1,0,1,10000,0,1000002,8
105290,1,0,1,10000,0,1000002,8
105300,1,0,1,10000,0,1000002,8
105310,1,0,1,10000,0,1000002,8
105320,1,0,1,10000,0,1000002,8
105330,1,0,1,10000,0,1000002,8
106010,1,0,1,10000,0,1000002,8
106020,1,0,1,10000,0,1000002,8
106030,1,0,1,10000,0,1000002,8
106040,1,0,1,10000,0,1000002,8
106050,1,0,1,10000,0,1000002,8
106060,1,0,1,10000,0,1000002,8
106070,1,0,1,10000,0,1000002,8
106080,1,0,1,10000,0,1000002,8
106090,1,0,1,10000,0,1000002,8
106100,1,0,1,10000,0,1000002,8
106110,1,0,1,10000,0,1000002,8
106120,1,0,1,10000,0,1000002,8
106130,1,0,1,10000,0,1000002,8
106140,1,0,1,10000,0,1000002,8
106150,1,0,1,10000,0,1000002,8
106160,1,0,1,10000,0,1000002,8
106170,1,0,1,10000,0,1000002,8
106180,1,0,1,10000,0,1000002,8
106190,1,0,1,10000,0,1000002,8
106200,1,0,1,10000,0,1000002,8
106210,1,0,1,10000,0,1000002,8
106220,1,0,1,10000,0,1000002,8
107010,1,0,1,10000,0,1000002,8
107020,1,0,1,10000,0,1000002,8
107030,1,0,1,10000,0,1000002,8
107040,1,0,1,10000,0,1000002,8
107050,1,0,1,10000,0,1000002,8
107060,1,0,1,10000,0,1000002,8
107070,1,0,1,10000,0,1000002,8
107080,1,0,1,10000,0,1000002,8
107090,1,0,1,10000,0,1000002,8
107100,1,0,1,10000,0,1000002,8
107110,1,0,1,10000,0,1000002,8
107120,1,0,1,10000,0,1000002,8
107130,1,0,1,10000,0,1000002,8
107140,1,0,1,10000,0,1000002,8
107150,1,0,1,10000,0,1000002,8
107160,1,0,1,10000,0,1000002,8
107170,1,0,1,10000,0,1000002,8
107180,1,0,1,10000,0,1000002,8
107190,1,0,1,10000,0,1000002,8
107200,1,0,1,10000,0,1000002,8
107210,1,0,1,10000,0,1000002,8
107220,1,0,1,10000,0,1000002,8
107230,1,0,1,10000,0,1000002,8
107240,1,0,1,10000,0,1000002,8
107250,1,0,1,10000,0,1000002,8
107260,1,0,1,10000,0,1000002,8
108010,1,0,1,10000,0,1000002,8
108020,1,0,1,10000,0,1000002,8
108030,1,0,1,10000,0,1000002,8
108040,1,0,1,10000,0,1000002,8
108050,1,0,1,10000,0,1000002,8
108060,1,0,1,10000,0,1000002,8
108070,1,0,1,10000,0,1000002,8
108080,1,0,1,10000,0,1000002,8
108090,1,0,1,10000,0,1000002,8
108100,1,0,1,10000,0,1000002,8
108110,1,0,1,10000,0,1000002,8
108120,1,0,1,10000,0,1000002,8
108130,1,0,1,10000,0,1000002,8
108140,1,0,1,10000,0,1000002,8
108150,1,0,1,10000,0,1000002,8
108160,1,0,1,10000,0,1000002,8
108170,1,0,1,10000,0,1000002,8
108180,1,0,1,10000,0,1000002,8
108190,1,0,1,10000,0,1000002,8
108200,1,0,1,10000,0,1000002,8
108210,1,0,1,10000,0,1000002,8
108220,1,0,1,10000,0,1000002,8
108230,1,0,1,10000,0,1000002,8
108240,1,0,1,10000,0,1000002,8
108250,1,0,1,10000,0,1000002,8
108260,1,0,1,10000,0,1000002,8
108270,1,0,1,10000,0,1000002,8
108280,1,0,1,10000,0,1000002,8
108290,1,0,1,10000,0,1000002,8
108300,1,0,1,10000,0,1000002,8
108310,1,0,1,10000,0,1000002,8
108320,1,0,1,10000,0,1000002,8
108330,1,0,1,10000,0,1000002,8
109010,1,0,1,10000,0,1000002,8
109020,1,0,1,10000,0,1000002,8
109030,1,0,1,10000,0,1000002,8
109040,1,0,1,10000,0,1000002,8
109050,1,0,1,10000,0,1000002,8
109060,1,0,1,10000,0,1000002,8
109070,1,0,1,10000,0,1000002,8
109080,1,0,1,10000,0,1000002,8
109090,1,0,1,10000,0,1000002,8
109100,1,0,1,10000,0,1000002,8
109110,1,0,1,10000,0,1000002,8
109120,1,0,1,10000,0,1000002,8
109130,1,0,1,10000,0,1000002,8
109140,1,0,1,10000,0,1000002,8
109150,1,0,1,10000,0,1000002,8
109160,1,0,1,10000,0,1000002,8
109170,1,0,1,10000,0,1000002,8
109180,1,0,1,10000,0,1000002,8
109190,1,0,1,10000,0,1000002,8
109200,1,0,1,10000,0,1000002,8
109210,1,0,1,10000,0,1000002,8
109220,1,0,1,10000,0,1000002,8
109230,1,0,1,10000,0,1000002,8
109240,1,0,1,10000,0,1000002,8
109250,1,0,1,10000,0,1000002,8
109260,1,0,1,10000,0,1000002,8
109270,1,0,1,10000,0,1000002,8
109280,1,0,1,10000,0,1000002,8
109290,1,0,1,10000,0,1000002,8
109300,1,0,1,10000,0,1000002,8
109310,1,0,1,10000,0,1000002,8
109320,1,0,1,10000,0,1000002,8
109330,1,0,1,10000,0,1000002,8
110010,1,0,1,10000,0,1000002,8
110020,1,0,1,10000,0,1000002,8
110030,1,0,1,10000,0,1000002,8
110040,1,0,1,10000,0,1000002,8
110050,1,0,1,10000,0,1000002,8
110060,1,0,1,10000,0,1000002,8
110070,1,0,1,10000,0,1000002,8
110080,1,0,1,10000,0,1000002,8
110090,1,0,1,10000,0,1000002,8
110100,1,0,1,10000,0,1000002,8
110110,1,0,1,10000,0,1000002,8
110120,1,0,1,10000,0,1000002,8
110130,1,0,1,10000,0,1000002,8
110140,1,0,1,10000,0,1000002,8
110150,1,0,1,10000,0,1000002,8
110160,1,0,1,10000,0,1000002,8
110170,1,0,1,10000,0,1000002,8
110180,1,0,1,10000,0,1000002,8
110190,1,0,1,10000,0,1000002,8
110200,1,0,1,10000,0,1000002,8
110210,1,0,1,10000,0,1000002,8
110220,1,0,1,10000,0,1000002,8
110230,1,0,1,10000,0,1000002,8
110240,1,0,1,10000,0,1000002,8
110250,1,0,1,10000,0,1000002,8
110260,1,0,1,10000,0,1000002,8
110270,1,0,1,10000,0,1000002,8
110280,1,0,1,10000,0,1000002,8
110290,1,0,1,10000,0,1000002,8
110300,1,0,1,10000,0,1000002,8
110310,1,0,1,10000,0,1000002,8
110320,1,0,1,10000,0,1000002,8
110330,1,0,1,10000,0,1000002,8
110340,1,0,1,10000,0,1000002,8
110350,1,0,1,10000,0,1000002,8
501010,1,0,1,10000,0,1000002,8
501020,1,0,1,10000,0,1000002,8
501030,1,0,1,10000,0,1000002,8
501040,1,0,1,10000,0,1000002,8
501050,1,0,1,10000,0,1000002,8
501060,1,0,1,10000,0,1000002,8
501070,1,0,1,10000,0,1000002,8
501080,1,0,1,10000,0,1000002,8
501090,1,0,1,10000,0,1000002,8
501100,1,0,1,10000,0,1000002,8
501110,1,0,1,10000,0,1000002,8
501120,1,0,1,10000,0,1000002,8
501130,1,0,1,10000,0,1000002,8
501140,1,0,1,10000,0,1000002,8
501150,1,0,1,10000,0,1000002,8
501160,1,0,1,10000,0,1000002,8
501170,1,0,1,10000,0,1000002,8
501180,1,0,1,10000,0,1000002,8
501190,1,0,1,10000,0,1000002,8
501200,1,0,1,10000,0,1000002,8
502010,1,0,1,10000,0,1000002,8
502020,1,0,1,10000,0,1000002,8
502030,1,0,1,10000,0,1000002,8
502040,1,0,1,10000,0,1000002,8
502050,1,0,1,10000,0,1000002,8
502060,1,0,1,10000,0,1000002,8
502070,1,0,1,10000,0,1000002,8
502080,1,0,1,10000,0,1000002,8
502090,1,0,1,10000,0,1000002,8
502100,1,0,1,10000,0,1000002,8
502110,1,0,1,10000,0,1000002,8
502120,1,0,1,10000,0,1000002,8
502130,1,0,1,10000,0,1000002,8
502140,1,0,1,10000,0,1000002,8
502150,1,0,1,10000,0,1000002,8
502160,1,0,1,10000,0,1000002,8
502170,1,0,1,10000,0,1000002,8
502180,1,0,1,10000,0,1000002,8
502190,1,0,1,10000,0,1000002,8
502200,1,0,1,10000,0,1000002,8
503010,1,0,1,10000,0,1000002,8
503020,1,0,1,10000,0,1000002,8
503030,1,0,1,10000,0,1000002,8
503040,1,0,1,10000,0,1000002,8
503050,1,0,1,10000,0,1000002,8
503060,1,0,1,10000,0,1000002,8
503070,1,0,1,10000,0,1000002,8
503080,1,0,1,10000,0,1000002,8
503090,1,0,1,10000,0,1000002,8
503100,1,0,1,10000,0,1000002,8
503110,1,0,1,10000,0,1000002,8
503120,1,0,1,10000,0,1000002,8
503130,1,0,1,10000,0,1000002,8
503140,1,0,1,10000,0,1000002,8
503150,1,0,1,10000,0,1000002,8
503160,1,0,1,10000,0,1000002,8
503170,1,0,1,10000,0,1000002,8
503180,1,0,1,10000,0,1000002,8
503190,1,0,1,10000,0,1000002,8
503200,1,0,1,10000,0,1000002,8
504010,1,0,1,10000,0,1000002,8
504020,1,0,1,10000,0,1000002,8
504030,1,0,1,10000,0,1000002,8
504040,1,0,1,10000,0,1000002,8
504050,1,0,1,10000,0,1000002,8
504060,1,0,1,10000,0,1000002,8
504070,1,0,1,10000,0,1000002,8
504080,1,0,1,10000,0,1000002,8
504090,1,0,1,10000,0,1000002,8
504100,1,0,1,10000,0,1000002,8
504110,1,0,1,10000,0,1000002,8
504120,1,0,1,10000,0,1000002,8
504130,1,0,1,10000,0,1000002,8
504140,1,0,1,10000,0,1000002,8
504150,1,0,1,10000,0,1000002,8
504160,1,0,1,10000,0,1000002,8
504170,1,0,1,10000,0,1000002,8
504180,1,0,1,10000,0,1000002,8
504190,1,0,1,10000,0,1000002,8
504200,1,0,1,10000,0,1000002,8
505010,1,0,1,10000,0,1000002,8
505020,1,0,1,10000,0,1000002,8
505030,1,0,1,10000,0,1000002,8
505040,1,0,1,10000,0,1000002,8
505050,1,0,1,10000,0,1000002,8
505060,1,0,1,10000,0,1000002,8
505070,1,0,1,10000,0,1000002,8
505080,1,0,1,10000,0,1000002,8
505090,1,0,1,10000,0,1000002,8
505100,1,0,1,10000,0,1000002,8
505110,1,0,1,10000,0,1000002,8
505120,1,0,1,10000,0,1000002,8
505130,1,0,1,10000,0,1000002,8
505140,1,0,1,10000,0,1000002,8
505150,1,0,1,10000,0,1000002,8
505160,1,0,1,10000,0,1000002,8
505170,1,0,1,10000,0,1000002,8
505180,1,0,1,10000,0,1000002,8
505190,1,0,1,10000,0,1000002,8
505200,1,0,1,10000,0,1000002,8
506010,1,0,1,10000,0,1000002,8
506020,1,0,1,10000,0,1000002,8
506030,1,0,1,10000,0,1000002,8
506040,1,0,1,10000,0,1000002,8
506050,1,0,1,10000,0,1000002,8
506060,1,0,1,10000,0,1000002,8
506070,1,0,1,10000,0,1000002,8
506080,1,0,1,10000,0,1000002,8
506090,1,0,1,10000,0,1000002,8
506100,1,0,1,10000,0,1000002,8
506110,1,0,1,10000,0,1000002,8
506120,1,0,1,10000,0,1000002,8
506130,1,0,1,10000,0,1000002,8
506140,1,0,1,10000,0,1000002,8
506150,1,0,1,10000,0,1000002,8
506160,1,0,1,10000,0,1000002,8
506170,1,0,1,10000,0,1000002,8
506180,1,0,1,10000,0,1000002,8
506190,1,0,1,10000,0,1000002,8
506200,1,0,1,10000,0,1000002,8
507010,1,0,1,10000,0,1000002,8
507020,1,0,1,10000,0,1000002,8
507030,1,0,1,10000,0,1000002,8
507040,1,0,1,10000,0,1000002,8
507050,1,0,1,10000,0,1000002,8
507060,1,0,1,10000,0,1000002,8
507070,1,0,1,10000,0,1000002,8
507080,1,0,1,10000,0,1000002,8
507090,1,0,1,10000,0,1000002,8
507100,1,0,1,10000,0,1000002,8
507110,1,0,1,10000,0,1000002,8
507120,1,0,1,10000,0,1000002,8
507130,1,0,1,10000,0,1000002,8
507140,1,0,1,10000,0,1000002,8
507150,1,0,1,10000,0,1000002,8
507160,1,0,1,10000,0,1000002,8
507170,1,0,1,10000,0,1000002,8
507180,1,0,1,10000,0,1000002,8
507190,1,0,1,10000,0,1000002,8
507200,1,0,1,10000,0,1000002,8
508010,1,0,1,10000,0,1000002,8
508020,1,0,1,10000,0,1000002,8
508030,1,0,1,10000,0,1000002,8
508040,1,0,1,10000,0,1000002,8
508050,1,0,1,10000,0,1000002,8
508060,1,0,1,10000,0,1000002,8
508070,1,0,1,10000,0,1000002,8
508080,1,0,1,10000,0,1000002,8
508090,1,0,1,10000,0,1000002,8
508100,1,0,1,10000,0,1000002,8
508110,1,0,1,10000,0,1000002,8
508120,1,0,1,10000,0,1000002,8
508130,1,0,1,10000,0,1000002,8
508140,1,0,1,10000,0,1000002,8
508150,1,0,1,10000,0,1000002,8
508160,1,0,1,10000,0,1000002,8
508170,1,0,1,10000,0,1000002,8
508180,1,0,1,10000,0,1000002,8
508190,1,0,1,10000,0,1000002,8
508200,1,0,1,10000,0,1000002,8
509010,1,0,1,10000,0,1000002,8
509020,1,0,1,10000,0,1000002,8
509030,1,0,1,10000,0,1000002,8
509040,1,0,1,10000,0,1000002,8
509050,1,0,1,10000,0,1000002,8
509060,1,0,1,10000,0,1000002,8
509070,1,0,1,10000,0,1000002,8
509080,1,0,1,10000,0,1000002,8
509090,1,0,1,10000,0,1000002,8
509100,1,0,1,10000,0,1000002,8
509110,1,0,1,10000,0,1000002,8
509120,1,0,1,10000,0,1000002,8
509130,1,0,1,10000,0,1000002,8
509140,1,0,1,10000,0,1000002,8
509150,1,0,1,10000,0,1000002,8
509160,1,0,1,10000,0,1000002,8
509170,1,0,1,10000,0,1000002,8
509180,1,0,1,10000,0,1000002,8
509190,1,0,1,10000,0,1000002,8
509200,1,0,1,10000,0,1000002,8
510010,1,0,1,10000,0,1000002,8
510020,1,0,1,10000,0,1000002,8
510030,1,0,1,10000,0,1000002,8
510040,1,0,1,10000,0,1000002,8
510050,1,0,1,10000,0,1000002,8
510060,1,0,1,10000,0,1000002,8
510070,1,0,1,10000,0,1000002,8
510080,1,0,1,10000,0,1000002,8
510090,1,0,1,10000,0,1000002,8
510100,1,0,1,10000,0,1000002,8
510110,1,0,1,10000,0,1000002,8
510120,1,0,1,10000,0,1000002,8
510130,1,0,1,10000,0,1000002,8
510140,1,0,1,10000,0,1000002,8
510150,1,0,1,10000,0,1000002,8
510160,1,0,1,10000,0,1000002,8
510170,1,0,1,10000,0,1000002,8
510180,1,0,1,10000,0,1000002,8
510190,1,0,1,10000,0,1000002,8
510200,1,0,1,10000,0,1000002,8
301010,1,0,1,"10000,10000",0,"1000002,1000003",8;3000
301020,1,0,1,"10000,10000",0,"1000002,1000003",8;5000
301030,1,0,1,"10000,10000",0,"1000002,1000003",8;7000
301040,1,0,1,"10000,10000",0,"1000002,1000003",8;10000
301050,1,0,1,"10000,10000",0,"1000002,1000003",8;1800
301060,1,0,1,"10000,10000",0,"1000002,1000003",8;16000
301070,1,0,1,"10000,10000",0,"1000002,1000003",8;17500
302010,1,0,1,"10000,10000",0,"1000002,1006505",8;5
302020,1,0,1,"10000,10000",0,"1000002,1006506",8;3
302030,1,0,1,"10000,10000",0,"1000002,1006506",8;4
302040,1,0,1,"10000,10000",0,"1000002,1006507",8;2
302050,1,0,1,"10000,10000",0,"1000002,1006507",8;3
302060,1,0,1,"10000,10000",0,"1000002,1006508",8;1
302070,1,0,1,"10000,10000",0,"1000002,1006508",8;1
303010,1,0,1,"10000,10000",0,"1000002,1006401",8;3
303020,1,0,1,"10000,10000",0,"1000002,1006401",8;5
303030,1,0,1,"10000,10000",0,"1000002,1006402",8;3
303040,1,0,1,"10000,10000",0,"1000002,1006402",8;5
303050,1,0,1,"10000,10000",0,"1000002,1006403",8;3
303060,1,0,1,"10000,10000",0,"1000002,1006403",8;5
303070,1,0,1,"10000,10000",0,"1000002,1006403",8;8
304010,1,0,1,"10000,10000",0,"1000002,1006103",8;2
304020,1,0,1,"10000,10000",0,"1000002,1006103",8;2
304030,1,0,1,"10000,10000",0,"1000002,1006110",8;2
304040,1,0,1,"10000,10000",0,"1000002,1006110",8;2
304050,1,0,1,"10000,10000",0,"1000002,1006117",8;2
304060,1,0,1,"10000,10000",0,"1000002,1006117",8;2
305010,1,0,1,"10000,10000",0,"1000002,1006102",8;2
305020,1,0,1,"10000,10000",0,"1000002,1006102",8;2
305030,1,0,1,"10000,10000",0,"1000002,1006109",8;2
305040,1,0,1,"10000,10000",0,"1000002,1006109",8;2
305050,1,0,1,"10000,10000",0,"1000002,1006116",8;2
305060,1,0,1,"10000,10000",0,"1000002,1006116",8;2
306010,1,0,1,"10000,10000",0,"1000002,1006104",8;2
306020,1,0,1,"10000,10000",0,"1000002,1006104",8;2
306030,1,0,1,"10000,10000",0,"1000002,1006111",8;2
306040,1,0,1,"10000,10000",0,"1000002,1006111",8;2
306050,1,0,1,"10000,10000",0,"1000002,1006118",8;2
306060,1,0,1,"10000,10000",0,"1000002,1006118",8;2
307010,1,0,1,"10000,10000",0,"1000002,1006101",8;2
307020,1,0,1,"10000,10000",0,"1000002,1006101",8;2
307030,1,0,1,"10000,10000",0,"1000002,1006108",8;2
307040,1,0,1,"10000,10000",0,"1000002,1006108",8;2
307050,1,0,1,"10000,10000",0,"1000002,1006115",8;2
307060,1,0,1,"10000,10000",0,"1000002,1006115",8;2
308010,1,0,1,"10000,10000",0,"1000002,1006107",8;2
308020,1,0,1,"10000,10000",0,"1000002,1006107",8;2
308030,1,0,1,"10000,10000",0,"1000002,1006114",8;2
308040,1,0,1,"10000,10000",0,"1000002,1006114",8;2
308050,1,0,1,"10000,10000",0,"1000002,1006121",8;2
308060,1,0,1,"10000,10000",0,"1000002,1006121",8;2
309010,1,0,1,"10000,10000",0,"1000002,1006106",8;2
309020,1,0,1,"10000,10000",0,"1000002,1006106",8;2
309030,1,0,1,"10000,10000",0,"1000002,1006113",8;2
309040,1,0,1,"10000,10000",0,"1000002,1006113",8;2
309050,1,0,1,"10000,10000",0,"1000002,1006120",8;2
309060,1,0,1,"10000,10000",0,"1000002,1006120",8;2
310010,1,0,1,"10000,10000",0,"1000002,1006105",8;2
310020,1,0,1,"10000,10000",0,"1000002,1006105",8;2
310030,1,0,1,"10000,10000",0,"1000002,1006112",8;2
310040,1,0,1,"10000,10000",0,"1000002,1006112",8;2
310050,1,0,1,"10000,10000",0,"1000002,1006119",8;2
310060,1,0,1,"10000,10000",0,"1000002,1006119",8;2
330010,1,0,1,"10000,10000",0,"1000002,1000003",8;3000
330020,1,0,1,"10000,10000",0,"1000002,1000003",8;5000
330030,1,0,1,"10000,10000",0,"1000002,1000003",8;7000
330040,1,0,1,"10000,10000",0,"1000002,1000003",8;10000
330050,1,0,1,"10000,10000",0,"1000002,1000003",8;12500
330060,1,0,1,"10000,10000",0,"1000002,1000003",8;16000
101011,1,0,1,10000,0,1000002,10
101031,1,0,1,10000,0,1000002,10
101061,1,0,1,10000,0,1000002,10
101071,1,0,1,10000,0,1000002,10
101091,1,0,1,10000,0,1000002,10
101101,1,0,1,10000,0,1000002,10
101121,1,0,1,10000,0,1000002,10
101131,1,0,1,10000,0,1000002,10
101141,1,0,1,10000,0,1000002,10
101151,1,0,1,10000,0,1000002,10
101161,1,0,1,10000,0,1000002,10
101171,1,0,1,10000,0,1000002,10
101181,1,0,1,10000,0,1000002,10
101191,1,0,1,10000,0,1000002,10
101201,1,0,1,10000,0,1000002,10
101211,1,0,1,10000,0,1000002,10
101221,1,0,1,10000,0,1000002,10
101005,1,0,1,"10000,10000",0,"1000002,1000003",40;3500
101006,1,0,1,"10000,10000",0,"1000002,1000003",40;5500
101007,1,0,1,"10000,10000",0,"1000002,1000003",40;7500
102011,1,0,1,10000,0,1000002,10
102021,1,0,1,10000,0,1000002,10
102131,1,0,1,10000,0,1000002,10
102141,1,0,1,10000,0,1000002,10
102161,1,0,1,10000,0,1000002,10
102171,1,0,1,10000,0,1000002,10
102181,1,0,1,10000,0,1000002,10
102191,1,0,1,10000,0,1000002,10
102201,1,0,1,10000,0,1000002,10
102211,1,0,1,10000,0,1000002,10
102221,1,0,1,10000,0,1000002,10
102231,1,0,1,10000,0,1000002,10
102241,1,0,1,10000,0,1000002,10
102251,1,0,1,10000,0,1000002,10
102261,1,0,1,10000,0,1000002,10
102271,1,0,1,10000,0,1000002,10
102281,1,0,1,10000,0,1000002,10
102005,1,0,1,"10000,10000",0,"1000002,1000003",40;3500
102006,1,0,1,"10000,10000",0,"1000002,1000003",40;5500
102007,1,0,1,"10000,10000",0,"1000002,1000003",40;7500
103061,1,0,1,10000,0,1000002,10
103071,1,0,1,10000,0,1000002,10
103081,1,0,1,10000,0,1000002,10
103101,1,0,1,10000,0,1000002,10
103111,1,0,1,10000,0,1000002,10
103121,1,0,1,10000,0,1000002,10
103131,1,0,1,10000,0,1000002,10
103141,1,0,1,10000,0,1000002,10
103151,1,0,1,10000,0,1000002,10
103161,1,0,1,10000,0,1000002,10
103171,1,0,1,10000,0,1000002,10
103181,1,0,1,10000,0,1000002,10
103191,1,0,1,10000,0,1000002,10
103201,1,0,1,10000,0,1000002,10
103005,1,0,1,"10000,10000",0,"1000002,1000003",40;3500
103006,1,0,1,"10000,10000",0,"1000002,1000003",40;5500
103007,1,0,1,"10000,10000",0,"1000002,1000003",40;7500
104031,1,0,1,10000,0,1000002,10
104071,1,0,1,10000,0,1000002,10
104121,1,0,1,10000,0,1000002,10
104131,1,0,1,10000,0,1000002,10
104141,1,0,1,10000,0,1000002,10
104161,1,0,1,10000,0,1000002,10
104171,1,0,1,10000,0,1000002,10
104181,1,0,1,10000,0,1000002,10
104191,1,0,1,10000,0,1000002,10
104201,1,0,1,10000,0,1000002,10
104211,1,0,1,10000,0,1000002,10
104221,1,0,1,10000,0,1000002,10
104231,1,0,1,10000,0,1000002,10
104241,1,0,1,10000,0,1000002,10
104005,1,0,1,"10000,10000",0,"1000002,1000003",40;3500
104006,1,0,1,"10000,10000",0,"1000002,1000003",40;5500
104007,1,0,1,"10000,10000",0,"1000002,1000003",40;7500
105061,1,0,1,10000,0,1000002,10
105071,1,0,1,10000,0,1000002,10
105101,1,0,1,10000,0,1000002,10
105131,1,0,1,10000,0,1000002,10
105161,1,0,1,10000,0,1000002,10
105191,1,0,1,10000,0,1000002,10
105211,1,0,1,10000,0,1000002,10
105221,1,0,1,10000,0,1000002,10
105231,1,0,1,10000,0,1000002,10
105241,1,0,1,10000,0,1000002,10
105251,1,0,1,10000,0,1000002,10
105261,1,0,1,10000,0,1000002,10
105271,1,0,1,10000,0,1000002,10
105281,1,0,1,10000,0,1000002,10
105291,1,0,1,10000,0,1000002,10
105301,1,0,1,10000,0,1000002,10
105311,1,0,1,10000,0,1000002,10
105321,1,0,1,10000,0,1000002,10
105331,1,0,1,10000,0,1000002,10
105005,1,0,1,"10000,10000",0,"1000002,1000003",40;3500
105006,1,0,1,"10000,10000",0,"1000002,1000003",40;5500
105007,1,0,1,"10000,10000",0,"1000002,1000003",40;7500
106011,1,0,1,10000,0,1000002,10
106021,1,0,1,10000,0,1000002,10
106031,1,0,1,10000,0,1000002,10
106041,1,0,1,10000,0,1000002,10
106051,1,0,1,10000,0,1000002,10
106061,1,0,1,10000,0,1000002,10
106071,1,0,1,10000,0,1000002,10
106081,1,0,1,10000,0,1000002,10
106091,1,0,1,10000,0,1000002,10
106101,1,0,1,10000,0,1000002,10
106111,1,0,1,10000,0,1000002,10
106121,1,0,1,10000,0,1000002,10
106131,1,0,1,10000,0,1000002,10
106141,1,0,1,10000,0,1000002,10
106151,1,0,1,10000,0,1000002,10
106161,1,0,1,10000,0,1000002,10
106171,1,0,1,10000,0,1000002,10
106181,1,0,1,10000,0,1000002,10
106191,1,0,1,10000,0,1000002,10
106201,1,0,1,10000,0,1000002,10
106211,1,0,1,10000,0,1000002,10
106221,1,0,1,10000,0,1000002,10
106005,1,0,1,"10000,10000",0,"1000002,1000003",40;3500
106006,1,0,1,"10000,10000",0,"1000002,1000003",40;5500
106007,1,0,1,"10000,10000",0,"1000002,1000003",40;7500
107171,1,0,1,10000,0,1000002,10
107181,1,0,1,10000,0,1000002,10
107191,1,0,1,10000,0,1000002,10
107201,1,0,1,10000,0,1000002,10
107211,1,0,1,10000,0,1000002,10
107221,1,0,1,10000,0,1000002,10
107231,1,0,1,10000,0,1000002,10
