ID,,Group,MonsterId,MonsterLv,Position,AttrReFix,SkillFix,Desc
504151,危机-1,504152,"3050012,3050001,30500121","70,70,70","0,1,2",0,0,第四章困难
50416,使她憎恶,504161,"30500141,3040003,30500152","71,71,71","0,1,2",0,0,第四章困难
50417,憎恨-1,504171,"3050007,30500112,30500041","72,72,72","0,1,2",0,0,第四章困难
50418,一桩犯罪,504181,"30500051,30500152,3050004","73,73,73","0,1,2",0,0,第四章困难
504181,一桩犯罪,504182,"30500111,3050001,3050016","73,73,73","0,1,2",0,0,第四章困难
50419,即使如此仍愿起舞,504191,"30500071,3040004,30500012","74,74,74","0,1,2",0,0,第四章困难
50420,青色的火焰-1,504201,3020002,75,1,0,0,第四章困难
50501,讨伐-1,505011,"30500072,30500162,30500172","76,76,76","0,1,2",0,0,第五章困难
505011,讨伐-1,505012,"30500022,30500142,30500041","76,76,76","0,1,2",0,0,第五章困难
505012,讨伐-1,505013,"30500152,30500062,30500052","76,76,76","0,1,2",0,0,第五章困难
50502,讨伐-2,505021,"30500132,30500142,30500052","77,77,77","0,1,2",0,0,第五章困难
505021,讨伐-2,505022,"30500032,30500052,30500132","77,77,77","0,1,2",0,0,第五章困难
505022,讨伐-2,505023,"30500032,30500062,30500072","77,77,77","0,1,2",0,0,第五章困难
50503,讨伐-3,505031,"30500132,30500112,30500012","78,78,78","0,1,2",0,0,第五章困难
505031,讨伐-3,505032,"30500072,30500172,30500162","78,78,78","0,1,2",0,0,第五章困难
505032,讨伐-3,505033,"30500022,30500162,30500022","78,78,78","0,1,2",0,0,第五章困难
50504,讨伐-4,505041,"30500032,30500062,30500072","79,79,79","0,1,2",0,0,第五章困难
505041,讨伐-4,505042,"30500052,30500012,30500042","79,79,79","0,1,2",0,0,第五章困难
505042,讨伐-4,505043,"3040006,30500142","79,79","0,2",0,0,第五章困难
50505,讨伐-5,505051,"30500021,30500162,30500022","80,80,80","0,1,2",0,0,第五章困难
505051,讨伐-5,505052,30200011,80,1,0,0,第五章困难
50506,讨伐-6,505061,"30500072,30500162,30500072","81,81,81","0,1,2",0,0,第五章困难
505061,讨伐-6,505062,"30500072,30500162,30500172","81,81,81","0,1,2",0,0,第五章困难
505062,讨伐-6,505063,"30500032,30500052,30500132","81,81,81","0,1,2",0,0,第五章困难
50507,讨伐-7,505071,"30500072,30500172,30500162","82,82,82","0,1,2",0,0,第五章困难
505071,讨伐-7,505072,"30500022,30500142,30500041","82,82,82","0,1,2",0,0,第五章困难
505072,讨伐-7,505073,"30500132,30500132,30500142","82,82,82","0,1,2",0,0,第五章困难
50508,讨伐-8,505081,"30500142,30500052,30500132","83,83,83","0,1,2",0,0,第五章困难
505081,讨伐-8,505082,"30500152,30500062,30500052","83,83,83","0,1,2",0,0,第五章困难
505082,讨伐-8,505083,"30500132,30500112,30500012","83,83,83","0,1,2",0,0,第五章困难
50509,讨伐-9,505091,"30500032,30500052,30500132","84,84,84","0,1,2",0,0,第五章困难
505091,讨伐-9,505092,"30500132,30500132,30500141","84,84,84","0,1,2",0,0,第五章困难
505092,讨伐-9,505093,"3040001,30500032","84,84","0,2",0,0,第五章困难
50510,讨伐-10,505101,"30500052,30500012,30500042","85,85,85","0,1,2",0,0,第五章困难
505101,讨伐-10,505102,30200021,85,1,0,0,第五章困难
50511,讨伐-11,505111,"30500022,30500142,30500041","86,86,86","0,1,2",0,0,第五章困难
505111,讨伐-11,505112,"30500032,30500052,30500132","86,86,86","0,1,2",0,0,第五章困难
505112,讨伐-11,505113,"30500132,30500142,30500132","86,86,86","0,1,2",0,0,第五章困难
50512,讨伐-12,505121,"30500032,30500062,30500072","87,87,87","0,1,2",0,0,第五章困难
505121,讨伐-12,505122,"30500052,30500012,30500042","87,87,87","0,1,2",0,0,第五章困难
505122,讨伐-12,505123,"30500042,30500152,30500062","87,87,87","0,1,2",0,0,第五章困难
50513,讨伐-13,505131,"30500072,30500022,30500162","88,88,88","0,1,2",0,0,第五章困难
505131,讨伐-13,505132,"30500032,30500062,30500072","88,88,88","0,1,2",0,0,第五章困难
505132,讨伐-13,505133,"30500022,30500122,30500152","88,88,88","0,1,2",0,0,第五章困难
50514,讨伐-14,505141,"30500132,30500072,30500172","89,89,89","0,1,2",0,0,第五章困难
505141,讨伐-14,505142,"30500042,30500152,30500062","89,89,89","0,1,2",0,0,第五章困难
505142,讨伐-14,505143,"3040002,30500022","89,89","0,2",0,0,第五章困难
50515,讨伐-15,505151,"30500072,30500062,30500152","90,90,90","0,1,2",0,0,第五章困难
505151,讨伐-15,505152,30200012,90,1,0,0,第五章困难
50516,讨伐-16,505161,"30500152,30500062,30500052","91,91,91","0,1,2",0,0,第五章困难
505161,讨伐-16,505162,"30500032,30500062,30500072","91,91,91","0,1,2",0,0,第五章困难
505162,讨伐-16,505163,"30500072,30500162,30500072","91,91,91","0,1,2",0,0,第五章困难
50517,讨伐-17,505171,"30500072,30500172,30500162","92,92,92","0,1,2",0,0,第五章困难
505171,讨伐-17,505172,"30500032,30500152,30500032","92,92,92","0,1,2",0,0,第五章困难
505172,讨伐-17,505173,"30500132,30500142,30500132","92,92,92","0,1,2",0,0,第五章困难
50518,讨伐-18,505181,"30500022,30500162,30500022","93,93,93","0,1,2",0,0,第五章困难
505181,讨伐-18,505182,"30500052,30500012,30500042","93,93,93","0,1,2",0,0,第五章困难
505182,讨伐-18,505183,"30500152,30500062,30500052","93,93,93","0,1,2",0,0,第五章困难
50519,讨伐-19,505191,"30500032,30500062,30500072","94,94,94","0,1,2",0,0,第五章困难
505191,讨伐-19,505192,"30500132,30500112,30500012","94,94,94","0,1,2",0,0,第五章困难
505192,讨伐-19,505193,"3040003,30500012","92,92","0,2",0,0,第五章困难
50520,讨伐-20,505201,"30500072,30500172,30500162","95,95,95","0,1,2",0,0,第五章困难
505201,讨伐-20,505202,3030003,95,1,0,0,第五章困难
50601,讨伐-1,506011,"30500032,30500052,30500132","72,72,72","0,1,2",0,0,第六-序章困难
506011,讨伐-1,506012,"30500032,30500052,30500132","72,72,72","0,1,2",0,0,第六-序章困难
506012,讨伐-1,506013,"30500132,30500142,30500052","72,72,72","0,1,2",0,0,第六-序章困难
50602,讨伐-2,506021,"30500132,30500132,30500142","73,73,73","0,1,2",0,0,第六-序章困难
506021,讨伐-2,506022,"30500022,30500162,30500022","73,73,73","0,1,2",0,0,第六-序章困难
506022,讨伐-2,506023,"30500032,30500062,30500072","73,73,73","0,1,2",0,0,第六-序章困难
50603,讨伐-3,506031,"30500072,30500172,30500162","73,73,73","0,1,2",0,0,第六-序章困难
506031,讨伐-3,506032,"30500142,30500022,30500032","73,73,73","0,1,2",0,0,第六-序章困难
506032,讨伐-3,506033,"30500052,30500012,30500042","73,73,73","0,1,2",0,0,第六-序章困难
50604,讨伐-4,506041,"30500112,30500012,30500162","73,73,73","0,1,2",0,0,第六-序章困难
506041,讨伐-4,506042,"30500112,30500062,30500022","73,73,73","0,1,2",0,0,第六-序章困难
506042,讨伐-4,506043,"3040005,30500022","73,73","0,2",0,0,第六-序章困难
50605,讨伐-5,506051,"30500132,3030001,30500142","74,74,74","0,1,2",0,0,第六-序章困难
506051,讨伐-5,506052,30200012,74,1,0,0,第六-序章困难
50606,讨伐-6,506061,"30500032,30500062,30500072","74,74,74","0,1,2",0,0,第六-序章困难
506061,讨伐-6,506062,"30500132,30500142,30500052","74,74,74","0,1,2",0,0,第六-序章困难
506062,讨伐-6,506063,"30500132,30500142,30500132","74,74,74","0,1,2",0,0,第六-序章困难
50607,讨伐-7,506071,"30500132,30500142,30500132","74,74,74","0,1,2",0,0,第六-序章困难
506071,讨伐-7,506072,"30500032,30500062,30500072","74,74,74","0,1,2",0,0,第六-序章困难
506072,讨伐-7,506073,"30500052,30500012,30500022","74,74,74","0,1,2",0,0,第六-序章困难
50608,讨伐-8,506081,"30500052,30500012,30500042","75,75,75","0,1,2",0,0,第六-序章困难
506081,讨伐-8,506082,"30500132,30500112,30500012","75,75,75","0,1,2",0,0,第六-序章困难
506082,讨伐-8,506083,"30500072,30500162,30500172","75,75,75","0,1,2",0,0,第六-序章困难
50609,讨伐-9,506091,"30500142,30500022,30500032","75,75,75","0,1,2",0,0,第六-序章困难
506091,讨伐-9,506092,"30500112,30500012,30500162","75,75,75","0,1,2",0,0,第六-序章困难
506092,讨伐-9,506093,"3040003,30500062","75,75","0,2",0,0,第六-序章困难
50610,讨伐-10,506101,"30500022,3030002,30500032","75,75,75","0,1,2",0,0,第六-序章困难
506101,讨伐-10,506102,30200022,75,1,0,0,第六-序章困难
50611,讨伐-11,506111,"30500072,30500162,30500172","76,76,76","0,1,2",0,0,第六-序章困难
506111,讨伐-11,506112,"30500032,30500052,30500132","76,76,76","0,1,2",0,0,第六-序章困难
506112,讨伐-11,506113,"30500032,30500062,30500072","76,76,76","0,1,2",0,0,第六-序章困难
50612,讨伐-12,506121,"30500022,30500142,30500041","76,76,76","0,1,2",0,0,第六-序章困难
506121,讨伐-12,506122,"30500022,30500162,30500022","76,76,76","0,1,2",0,0,第六-序章困难
506122,讨伐-12,506123,"30500072,30500022,30500162","76,76,76","0,1,2",0,0,第六-序章困难
50613,讨伐-13,506131,"30500152,30500062,30500052","77,77,77","0,1,2",0,0,第六-序章困难
506131,讨伐-13,506132,"30500132,30500142,30500132","77,77,77","0,1,2",0,0,第六-序章困难
506132,讨伐-13,506133,"30500022,30500162,30500022","77,77,77","0,1,2",0,0,第六-序章困难
50614,讨伐-14,506141,"30500052,30500072,30500052","77,77,77","0,1,2",0,0,第六-序章困难
506141,讨伐-14,506142,"30500052,30500012,30500042","77,77,77","0,1,2",0,0,第六-序章困难
506142,讨伐-14,506143,"3040006,30500022","77,77","0,2",0,0,第六-序章困难
50615,讨伐-15,506151,"30500132,3040001,30500142","78,78,78","0,1,2",0,0,第六-序章困难
506151,讨伐-15,506152,"3040003,3040007","78,78",1,0,0,第六-序章困难
50616,讨伐-16,506161,"30500032,30500052,30500132","78,78,78","0,1,2",0,0,第六-序章困难
506161,讨伐-16,506162,"30500152,30500062,30500052","78,78,78","0,1,2",0,0,第六-序章困难
506162,讨伐-16,506163,"30500142,30500022,30500032","78,78,78","0,1,2",0,0,第六-序章困难
50617,讨伐-17,506171,"30500022,30500162,30500022","79,79,79","0,1,2",0,0,第六-序章困难
506171,讨伐-17,506172,"30500052,30500072,30500052","79,79,79","0,1,2",0,0,第六-序章困难
506172,讨伐-17,506173,"30500112,30500062,30500022","79,79,79","0,1,2",0,0,第六-序章困难
50618,讨伐-18,506181,"30500142,30500022,30500032","79,79,79","0,1,2",0,0,第六-序章困难
506181,讨伐-18,506182,"30500032,30500062,30500072","79,79,79","0,1,2",0,0,第六-序章困难
506182,讨伐-18,506183,"30500032,30500052,30500132","79,79,79","0,1,2",0,0,第六-序章困难
50619,讨伐-19,506191,"30500112,30500062,30500022","80,80,80","0,1,2",0,0,第六-序章困难
506191,讨伐-19,506192,"30500132,30500112,30500012","80,80,80","0,1,2",0,0,第六-序章困难
506192,讨伐-19,506193,"3040004,30500072","80,80","0,2",0,0,第六-序章困难
50620,讨伐-20,506201,"30500032,3040002,30500072","80,80,80","0,1,2",0,0,第六-序章困难
506201,讨伐-20,506202,"3040006,3040004","80,80","0,2",0,0,第六-序章困难
50701,讨伐-1,507011,"30500132,30500162,30500132","82,82,82","0,1,2",0,0,第六-上章困难
507011,讨伐-1,507012,"30500032,30500062,30500072","82,82,82","0,1,2",0,0,第六-上章困难
50702,讨伐-2,507021,"30500161,30500072,30500142","83,83,83","0,1,2",0,0,第六-上章困难
507021,讨伐-2,507022,"30500152,30500142,30500132","83,83,83","0,1,2",0,0,第六-上章困难
50703,讨伐-3,507031,"30500072,30500172,30500162","83,83,83","0,1,2",0,0,第六-上章困难
507031,讨伐-3,507032,"30500032,30500162,30500022","83,83,83","0,1,2",0,0,第六-上章困难
50704,讨伐-4,507041,"30500161,30500152,30500062","83,83,83","0,1,2",0,0,第六-上章困难
507041,讨伐-4,507042,"30500132,30500122,30500032","83,83,83","0,1,2",0,0,第六-上章困难
50705,讨伐-5,507051,"30500132,30500132,30500132","84,84,84","0,1,2",0,0,第六-上章困难
507051,讨伐-5,507052,"30500132,30500161,30500022","84,84,84","0,1,2",0,0,第六-上章困难
50706,讨伐-6,507061,"30500032,30500062,30500072","84,84,84","0,1,2",0,0,第六-上章困难
507061,讨伐-6,507062,"3040002,3040005","84,84","0,2",0,0,第六-上章困难
50707,讨伐-7,507071,"30500032,30500052,30500132","84,84,84","0,1,2",0,0,第六-上章困难
507071,讨伐-7,507072,"30500152,30500172,30500162","84,84,84","0,1,2",0,0,第六-上章困难
50708,讨伐-8,507081,"30500112,30500032,30500062","85,85,85","0,1,2",0,0,第六-上章困难
507081,讨伐-8,507082,"30500132,30500132,30500022","85,85,85","0,1,2",0,0,第六-上章困难
50709,讨伐-9,507091,"30500032,30500172,30500072","85,85,85","0,1,2",0,0,第六-上章困难
507091,讨伐-9,507092,"30500112,30500012,30500122","85,85,85","0,1,2",0,0,第六-上章困难
50710,讨伐-10,507101,"30500112,30500022,30500162","85,85,85","0,1,2",0,0,第六-上章困难
507101,讨伐-10,507102,"30500132,30500142,30500132","85,85,85","0,1,2",0,0,第六-上章困难
50711,讨伐-11,507111,"30500032,30500052,30500132","86,86,86","0,1,2",0,0,第六-上章困难
507111,讨伐-11,507112,"30500142,30500022,30500032","86,86,86","0,1,2",0,0,第六-上章困难
50712,讨伐-12,507121,"30500152,30500161,30500142","86,86,86","0,1,2",0,0,第六-上章困难
507121,讨伐-12,507122,"3050003,3040006","86,86","0,2",0,0,第六-上章困难
50713,讨伐-13,507131,"30500152,30500132,30500062","87,87,87","0,1,2",0,0,第六-上章困难
507131,讨伐-13,507132,"30500052,30500122,30500042","87,87,87","0,1,2",0,0,第六-上章困难
50714,讨伐-14,507141,"30500161,30500172,30500072","87,87,87","0,1,2",0,0,第六-上章困难
507141,讨伐-14,507142,"30500152,30500062,30500072","87,87,87","0,1,2",0,0,第六-上章困难
50715,讨伐-15,507151,"30500132,30500112,30500012","88,88,88","0,1,2",0,0,第六-上章困难
507151,讨伐-15,507152,"30500072,30500112,30500012","88,88,88","0,1,2",0,0,第六-上章困难
50716,讨伐-16,507161,"30500152,30500062,30500052","88,88,88","0,1,2",0,0,第六-上章困难
507161,讨伐-16,507162,"30500132,30500161,30500022","88,88,88","0,1,2",0,0,第六-上章困难
50717,讨伐-17,507171,"30500152,30500062,30500161","89,89,89","0,1,2",0,0,第六-上章困难
507171,讨伐-17,507172,"30500072,30500162,30500161","89,89,89","0,1,2",0,0,第六-上章困难
50718,讨伐-18,507181,"30500032,30500161,30500122","89,89,89","0,1,2",0,0,第六-上章困难
507181,讨伐-18,507182,"30500032,30500161,30500122","89,89,89","0,1,2",0,0,第六-上章困难
50719,讨伐-19,507191,"3040001,3040005","90,90","0,2",0,0,第六-上章困难
507191,讨伐-19,507192,"30200012,3040007","90,90","0,2",0,0,第六-上章困难
50720,讨伐-20,507201,"3040002,3040006","90,90","0,2",0,0,第六-上章困难
507201,讨伐-20,507202,"30200022,3040004","90,90","0,2",0,0,第六-上章困难
50801,讨伐-1,508011,"30500022,30500112,30500032","91,91,91","0,1,2",0,0,第六-下章困难
50802,讨伐-2,508021,"30500022,30500132,30500032","92,92,92","0,1,2",0,0,第六-下章困难
50803,讨伐-3,508031,"30500162,30500032,30500052","92,92,92","0,1,2",0,0,第六-下章困难
50804,讨伐-4,508041,"30500032,30500032,30500052","92,92,92","0,1,2",0,0,第六-下章困难
50805,讨伐-5,508051,"30500062,30500172,30500132","93,93,93","0,1,2",0,0,第六-下章困难
508051,讨伐-5,508052,3030002,93,1,0,0,第六-下章困难
50806,讨伐-6,508061,"30500152,30500112,30500022","93,93,93","0,1,2",0,0,第六-下章困难
50807,讨伐-7,508071,"30500152,30500172,30500032","93,93,93","0,1,2",0,0,第六-下章困难
50808,讨伐-8,508081,"30500172,30500112,30500032","94,94,94","0,1,2",0,0,第六-下章困难
50809,讨伐-9,508091,"30500172,30500062,30500112","94,94,94","0,1,2",0,0,第六-下章困难
50810,讨伐-10,508101,"30500162,30500172,30500022","94,94,94","0,1,2",0,0,第六-下章困难
508101,讨伐-10,508102,30200012,94,1,0,0,第六-下章困难
50811,讨伐-11,508111,"30500032,30500161,30500032","95,95,95","0,1,2",0,0,第六-下章困难
50812,讨伐-12,508121,"30500052,30500043,30500032","95,95,95","0,1,2",0,0,第六-下章困难
50813,讨伐-13,508131,"30500012,30500152,30500132","96,96,96","0,1,2",0,0,第六-下章困难
50814,讨伐-14,508141,"30500032,30500052,30500032","96,96,96","0,1,2",0,0,第六-下章困难
50815,讨伐-15,508151,"30500043,30500172,30500152","97,97,97","0,1,2",0,0,第六-下章困难
508151,讨伐-15,508152,30200022,97,1,0,0,第六-下章困难
50816,讨伐-16,508161,"30500032,30500032,30500022","97,97,97","0,1,2",0,0,第六-下章困难
508161,讨伐-16,508162,"30500132,30500072,30500142","97,97,97","0,1,2",0,0,第六-下章困难
50817,讨伐-17,508171,"30500132,30500022,30500172","98,98,98","0,1,2",0,0,第六-下章困难
508171,讨伐-17,508172,"30500161,30500132,30500142","98,98,98","0,1,2",0,0,第六-下章困难
50818,讨伐-18,508181,"30500172,30500142,30500142","98,98,98","0,1,2",0,0,第六-下章困难
508181,讨伐-18,508182,"30500132,30500172,30500062","98,98,98","0,1,2",0,0,第六-下章困难
50819,讨伐-19,508191,"30500162,3040004,30500032","99,99,99","0,1,2",0,0,第六-下章困难
508191,讨伐-19,508192,3020002,99,1,0,0,第六-下章困难
50820,讨伐-20,508201,"30500172,30500051,30500172","99,99,99","0,1,2",0,0,第六-下章困难
508201,讨伐-20,508202,3020002,99,1,0,0,第六-下章困难
50901,讨伐-1,509011,"30500051,30500022,30500052","100,100,100","0,1,2",0,0,第七章困难
50902,讨伐-2,509021,"3050003,30500172,3050006","100,100,100","0,1,2",0,0,第七章困难
50903,讨伐-3,509031,"3050005,30500131,3050015","101,101,101","0,1,2",0,0,第七章困难
50904,讨伐-4,509041,"30500172,3040005,30500161","101,101,101","0,1,2",0,0,第七章困难
50905,讨伐-5,509051,"3050007,3050002,30500011","102,102,102","0,1,2",0,0,第七章困难
509051,讨伐-5,509052,"3050012,3040001,30500032","102,102,102","0,1,2",0,0,第七章困难
50906,讨伐-6,509061,"3050015,30500131,30500162","102,102,102","0,1,2",0,0,第七章困难
50907,讨伐-7,509071,"30500022,30500021,30500051","103,103,103","0,1,2",0,0,第七章困难
50908,讨伐-8,509081,"3050001,30500152,3050016","103,103,103","0,1,2",0,0,第七章困难
50909,讨伐-9,509091,"30500022,3040006,30500062","104,104,104","0,1,2",0,0,第七章困难
50910,讨伐-10,509101,"30500032,30500041,3050015","104,104,104","0,1,2",0,0,第七章困难
509101,讨伐-10,509102,"30500132,3040002,30500022","104,104,104","0,1,2",0,0,第七章困难
50911,讨伐-11,509111,"30500112,30500022,30500151","105,105,105","0,1,2",0,0,第七章困难
50912,讨伐-12,509121,"3050007,3050003,30500043","105,105,105","0,1,2",0,0,第七章困难
50913,讨伐-13,509131,"3050006,30500151,30500043","105,105,105","0,1,2",0,0,第七章困难
50914,讨伐-14,509141,"3050011,3040003,3050015","106,106,106","0,1,2",0,0,第七章困难
50915,讨伐-15,509151,"30500043,30500132,30500162","106,106,106","0,1,2",0,0,第七章困难
509151,讨伐-15,509152,"30500132,3040005,30500131","106,106,106","0,1,2",0,0,第七章困难
50916,讨伐-16,509161,"3050003,30500172,30500043","106,106,106","0,1,2",0,0,第七章困难
50917,讨伐-17,509171,"30500043,30500172,30500161","107,107,107","0,1,2",0,0,第七章困难
50918,讨伐-18,509181,"3050013,30500161,30500031","107,107,107","0,1,2",0,0,第七章困难
50919,讨伐-19,509191,"30500152,3040001,30500022","107,107,107","0,1,2",0,0,第七章困难
50920,讨伐-20,509201,"3050013,3040002,3050013","108,108,108","0,1,2",0,0,第七章困难
509201,讨伐-20,509202,3030003,108,1,0,0,第七章困难
51001,讨伐-1,510011,"3050015,3050016,30500032","108,108,108","0,1,2",0,0,第八章困难
51002,讨伐-2,510021,"30500021,30500161,30500131","108,108,108","0,1,2",0,0,第八章困难
51003,讨伐-3,510031,"30500151,3040005,30500112","109,109,109","0,1,2",0,0,第八章困难
51004,讨伐-4,510041,"30500071,30500012,30500022","109,109,109","0,1,2",0,0,第八章困难
51005,讨伐-5,510051,"30500141,30500172,30500172","110,110,110","0,1,2",0,0,第八章困难
510051,讨伐-5,510052,"3050011,30500051,30500022","110,110,110","0,1,2",0,0,第八章困难
51006,讨伐-6,510061,"30500132,30500042,3050003","110,110,110","0,1,2",0,0,第八章困难
51007,讨伐-7,510071,"30500132,30500161,30500041","111,111,111","0,1,2",0,0,第八章困难
51008,讨伐-8,510081,"30500021,3040005,30500152","111,111,111","0,1,2",0,0,第八章困难
51009,讨伐-9,510091,"30500151,30500151,3050015","112,112,112","0,1,2",0,0,第八章困难
51010,讨伐-10,510101,"3050013,30500062,3050016","112,112,112","0,1,2",0,0,第八章困难
510101,讨伐-10,510102,"30500152,3040001,30500071","112,112,112","0,1,2",0,0,第八章困难
51011,讨伐-11,510111,"3050015,3040007,30500042","113,113,113","0,1,2",0,0,第八章困难
51012,讨伐-12,510121,"3050013,3050015,3050015","113,113,113","0,1,2",0,0,第八章困难
51013,讨伐-13,510131,"30500162,30500041,30500121","114,114,114","0,1,2",0,0,第八章困难
51014,讨伐-14,510141,"30500052,30500051,3050004","114,114,114","0,1,2",0,0,第八章困难
51015,讨伐-15,510151,"3050014,3040003,30500071","115,115,115","0,1,2",0,0,第八章困难
510151,讨伐-15,510152,"30500042,3040001,30500152","115,115,115","0,1,2",0,0,第八章困难
51016,讨伐-16,510161,"30500142,30500022,30500141","115,115,115","0,1,2",0,0,第八章困难
51017,讨伐-17,510171,"3050002,3050003,3050005","116,116,116","0,1,2",0,0,第八章困难
51018,讨伐-18,510181,"3050014,3040003,30500071","116,116,116","0,1,2",0,0,第八章困难
51019,讨伐-19,510191,"3050007,3050011,3050003","118,118,118","0,1,2",0,0,第八章困难
51020,讨伐-20,510201,"3050017,30500062,30500031","118,118,118","0,1,2",0,0,第八章困难
510201,讨伐-20,510202,3020001,118,1,0,0,第八章困难
30101,本勒收集1,301011,"3050002,3050005","8,8","1,2",0,0,本勒收集1
30102,本勒收集2,301021,"3050015,3050011,3050012","12,12,12","0,1,2",0,0,本勒收集2
30103,本勒收集3,301031,"30500021,3050017,3050014","15,15,15","0,1,2",0,0,本勒收集3
30104,本勒收集4,301041,"30500021,3040007,30500011","30,30,30","0,1,2",0,0,本勒收集4
30105,本勒收集5,301051,"30500121,3040001,30500121","50,50,50","0,1,2",0,0,本勒收集5
30106,本勒收集6,301061,"30500132,3040005,30500132","70,70,70","0,1,2",0,0,本勒收集6
30107,本勒收集7,301071,"30500132,3040006,30500161","130,130,130","0,1,2",0,0,本勒收集7
301071,本勒收集7,301072,"30500172,3040006,30500032","130,130,130","0,1,2",0,0,本勒收集7
30201,经验获取1,302011,"3050001,3050013","8,8","1,2",0,0,经验获取1
30202,经验获取2,302021,"3050003,3050006,3050017","15,15,15","0,1,2",0,0,经验获取2
30203,经验获取3,302031,"30500021,3050007,3050006","20,20,20","0,1,2",0,0,经验获取3
30204,经验获取4,302041,"30500011,3040007,30500141","35,35,35","0,1,2",0,0,经验获取4
30205,经验获取5,302051,"30500021,3040003,30500051","60,60,60","0,1,2",0,0,经验获取5
30206,经验获取6,302061,"30500032,3040002,30500112","80,80,80","0,1,2",0,0,经验获取6
30207,经验获取7,302071,"30500132,3050003,30500132","130,130,130","0,1,2",0,0,经验获取7
302071,经验获取7,302072,"30500072,3040002,30500142","130,130,130","0,1,2",0,0,经验获取7
30301,技能材料1,303011,"3050002,3050012","8,8","1,2",0,0,技能材料1
30302,技能材料2,303021,"3050015,3050013","12,12","1,2",0,0,技能材料2
30303,技能材料3,303031,"30500043,3050015,3050011","30,30,30","0,1,2",0,0,技能材料3
30304,技能材料4,303041,"3050015,3040003,30500051","40,40,40","0,1,2",0,0,技能材料4
30305,技能材料5,303051,"30500021,3040001,30500011","70,70,70","0,1,2",0,0,技能材料5
30306,技能材料6,303061,"30500032,3040005,30500172","90,90,90","0,1,2",0,0,技能材料6
30307,技能材料7,303071,"30500032,3040002,30500122","130,130,130","0,1,2",0,0,技能材料7
303071,技能材料7,303072,"30500132,3040005,30500072","130,130,130","0,1,2",0,0,技能材料7
30401,传道记忆1,304011,"3050014,30500021,3050007","20,20,20","0,1,2",0,0,传道记忆1
30402,传道记忆2,304021,"30500061,3050015,3050017","30,30,30","0,1,2",0,0,传道记忆2
30403,传道记忆3,304031,"30500111,30500161,30500071","55,55,55","0,1,2",0,0,传道记忆3
30404,传道记忆4,304041,"30500121,3040007,30500131","70,70,70","0,1,2",0,0,传道记忆4
30405,传道记忆5,304051,"30500071,30500061,3050015","100,100,100","0,1,2",0,0,传道记忆5
304051,传道记忆5,304052,"30500072,3040007,30500142","100,100,100","0,1,2",0,0,传道记忆5
30406,传道记忆6,304061,"30500031,30500051,30500131","120,120,120","0,1,2",0,0,传道记忆6
304061,传道记忆6,304062,"30500132,3040007,30500062","120,120,120","0,1,2",0,0,传道记忆6
30501,君王记忆1,305011,"3050004,30500171,3050013","20,20,20","0,1,2",0,0,君王记忆1
30502,君王记忆2,305021,"30500041,30500011,30500141","30,30,30","0,1,2",0,0,君王记忆2
30503,君王记忆3,305031,"30500043,30500052,30500043","55,55,55","0,1,2",0,0,君王记忆3
30504,君王记忆4,305041,"30500021,3040002,30500131","70,70,70","0,1,2",0,0,君王记忆4
30505,君王记忆5,305051,"30500071,30500171,30500161","100,100,100","0,1,2",0,0,君王记忆5
305051,君王记忆5,305052,"30500142,3040002,30500022","100,100,100","0,1,2",0,0,君王记忆5
30506,君王记忆6,305061,"30500111,30500011,30500161","120,120,120","0,1,2",0,0,君王记忆6
305061,君王记忆6,305062,"30500032,3040002,30500162","120,120,120","0,1,2",0,0,君王记忆6
30601,仆从记忆1,306011,"3050003,30500051,3050013","20,20,20","0,1,2",0,0,仆从记忆1
30602,仆从记忆2,306021,"3050003,30500071,30500061","30,30,30","0,1,2",0,0,仆从记忆2
30603,仆从记忆3,306031,"30500131,30500131,30500131","55,55,55","0,1,2",0,0,仆从记忆3
30604,仆从记忆4,306041,"30500131,3040003,30500021","70,70,70","0,1,2",0,0,仆从记忆4
30605,仆从记忆5,306051,"30500131,30500141,30500051","100,100,100","0,1,2",0,0,仆从记忆5
306051,仆从记忆5,306052,"30500032,3040003,30500052","100,100,100","0,1,2",0,0,仆从记忆5
30606,仆从记忆6,306061,"30500021,30500051,30500011","120,120,120","0,1,2",0,0,仆从记忆6
306061,仆从记忆6,306062,"30500032,3040003,30500112","120,120,120","0,1,2",0,0,仆从记忆6
30701,诞生记忆1,307011,"3050015,30500141,3050005","20,20,20","0,1,2",0,0,诞生记忆1
30702,诞生记忆2,307021,"30500011,30500061,3050015","30,30,30","0,1,2",0,0,诞生记忆2
30703,诞生记忆3,307031,"30500051,30500051,30500051","55,55,55","0,1,2",0,0,诞生记忆3
30704,诞生记忆4,307041,"30500021,3040005,30500121","70,70,70","0,1,2",0,0,诞生记忆4
30705,诞生记忆5,307051,"30500061,30500051,30500031","100,100,100","0,1,2",0,0,诞生记忆5
307051,诞生记忆5,307052,"30500142,3040005,30500022","100,100,100","0,1,2",0,0,诞生记忆5
30706,诞生记忆6,307061,"3050015,30500031,30500131","120,120,120","0,1,2",0,0,诞生记忆6
307061,诞生记忆6,307062,"30500032,3040005,30500162","120,120,120","0,1,2",0,0,诞生记忆6
30801,人子记忆1,308011,"30500061,3050017,3050016","20,20,20","0,1,2",0,0,人子记忆1
